Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.017819021E+00 1.002118656E+0 1.570036500E-02 1.017819021E+00 1.002118656E+0 1.570036500E-02
1.468000015E+10 1.017780748E+00 1.002165594E+0 1.561515400E-02 1.017780748E+00 1.002165594E+0 1.561515400E-02
2.154000005E+10 1.017725223E+00 1.002212725E+0 1.551249800E-02 1.017725223E+00 1.002212725E+0 1.551249800E-02
3.162000032E+10 1.017645102E+00 1.002260160E+0 1.538494200E-02 1.017645102E+00 1.002260160E+0 1.538494200E-02
4.642000041E+10 1.017530410E+00 1.002307848E+0 1.522256200E-02 1.017530410E+00 1.002307848E+0 1.522256200E-02
6.813000017E+10 1.017368131E+00 1.002355747E+0 1.501238400E-02 1.017368131E+00 1.002355747E+0 1.501238400E-02
1.000000000E+11 1.017142405E+00 1.002403895E+0 1.473851000E-02 1.017142405E+00 1.002403895E+0 1.473851000E-02
1.468000015E+11 1.016836160E+00 1.002452300E+0 1.438386000E-02 1.016836160E+00 1.002452300E+0 1.438386000E-02
2.154000005E+11 1.016435582E+00 1.002500879E+0 1.393470300E-02 1.016435582E+00 1.002500879E+0 1.393470300E-02
3.162000032E+11 1.015939040E+00 1.002549749E+0 1.338929100E-02 1.015939040E+00 1.002549749E+0 1.338929100E-02
4.642000041E+11 1.014824609E+00 1.002598859E+0 1.222575000E-02 1.014824609E+00 1.002598859E+0 1.222575000E-02
6.813000017E+11 1.012144200E+00 1.002648164E+0 9.496036000E-03 1.012144200E+00 1.002648164E+0 9.496036000E-03
1.000000000E+12 1.011875603E+00 1.002697704E+0 9.177899000E-03 1.011875603E+00 1.002697704E+0 9.177899000E-03
1.468000015E+12 1.011849294E+00 1.002747488E+0 9.101806000E-03 1.011849294E+00 1.002747488E+0 9.101806000E-03
2.154000005E+12 1.012141502E+00 1.002797432E+0 9.344070000E-03 1.012141502E+00 1.002797432E+0 9.344070000E-03
3.162000032E+12 1.012864406E+00 1.002847655E+0 1.001675100E-02 1.012864406E+00 1.002847655E+0 1.001675100E-02
4.642000041E+12 1.014043156E+00 1.002898104E+0 1.114505200E-02 1.014043156E+00 1.002898104E+0 1.114505200E-02
6.813000017E+12 1.015716516E+00 1.002948737E+0 1.276777900E-02 1.015716516E+00 1.002948737E+0 1.276777900E-02
1.000000000E+13 1.017873104E+00 1.002999593E+0 1.487351100E-02 1.017873104E+00 1.002999593E+0 1.487351100E-02
