Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.072668248E+00 1.073335736E+0 -6.674880000E-04 1.072668248E+00 1.073335736E+0 -6.674880000E-04
1.468000015E+10 1.072684800E+00 1.074960476E+0 -2.275676000E-03 1.072684800E+00 1.074960476E+0 -2.275676000E-03
2.154000005E+10 1.072708195E+00 1.076591877E+0 -3.883682000E-03 1.072708195E+00 1.076591877E+0 -3.883682000E-03
3.162000032E+10 1.072743323E+00 1.078233793E+0 -5.490470000E-03 1.072743323E+00 1.078233793E+0 -5.490470000E-03
4.642000041E+10 1.072792916E+00 1.079884478E+0 -7.091562000E-03 1.072792916E+00 1.079884478E+0 -7.091562000E-03
6.813000017E+10 1.073583288E+00 1.081542480E+0 -7.959192000E-03 1.073583288E+00 1.081542480E+0 -7.959192000E-03
1.000000000E+11 1.074840380E+00 1.083209081E+0 -8.368701000E-03 1.074840380E+00 1.083209081E+0 -8.368701000E-03
1.468000015E+11 1.076584513E+00 1.084884565E+0 -8.300052000E-03 1.076584513E+00 1.084884565E+0 -8.300052000E-03
2.154000005E+11 1.080890625E+00 1.086566116E+0 -5.675491000E-03 1.080890625E+00 1.086566116E+0 -5.675491000E-03
3.162000032E+11 1.084547849E+00 1.088257720E+0 -3.709871000E-03 1.084547849E+00 1.088257720E+0 -3.709871000E-03
4.642000041E+11 1.090339235E+00 1.089957596E+0 3.816390000E-04 1.090339235E+00 1.089957596E+0 3.816390000E-04
6.813000017E+11 1.094870686E+00 1.091664263E+0 3.206423000E-03 1.094870686E+00 1.091664263E+0 3.206423000E-03
1.000000000E+12 1.095797512E+00 1.093379057E+0 2.418455000E-03 1.095797512E+00 1.093379057E+0 2.418455000E-03
1.468000015E+12 1.100300978E+00 1.095102283E+0 5.198695000E-03 1.100300978E+00 1.095102283E+0 5.198695000E-03
2.154000005E+12 1.109666544E+00 1.096831057E+0 1.283548700E-02 1.109666544E+00 1.096831057E+0 1.283548700E-02
3.162000032E+12 1.112877900E+00 1.098569494E+0 1.430840600E-02 1.112877900E+00 1.098569494E+0 1.430840600E-02
4.642000041E+12 1.114155670E+00 1.100315773E+0 1.383989700E-02 1.114155670E+00 1.100315773E+0 1.383989700E-02
6.813000017E+12 1.117776069E+00 1.102068385E+0 1.570768400E-02 1.117776069E+00 1.102068385E+0 1.570768400E-02
1.000000000E+13 1.124317125E+00 1.103828715E+0 2.048841000E-02 1.124317125E+00 1.103828715E+0 2.048841000E-02
