Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.007189979E+00 1.015221783E+0 -8.031804000E-03 1.007189979E+00 1.015221783E+0 -8.031804000E-03
1.468000015E+10 1.007187774E+00 1.015559019E+0 -8.371245000E-03 1.007187774E+00 1.015559019E+0 -8.371245000E-03
2.154000005E+10 1.007204974E+00 1.015897638E+0 -8.692664000E-03 1.007204974E+00 1.015897638E+0 -8.692664000E-03
3.162000032E+10 1.007189084E+00 1.016238439E+0 -9.049355000E-03 1.007189084E+00 1.016238439E+0 -9.049355000E-03
4.642000041E+10 1.007190812E+00 1.016581060E+0 -9.390248000E-03 1.007190812E+00 1.016581060E+0 -9.390248000E-03
6.813000017E+10 1.007220315E+00 1.016925200E+0 -9.704885000E-03 1.007220315E+00 1.016925200E+0 -9.704885000E-03
1.000000000E+11 1.007232045E+00 1.017271124E+0 -1.003907900E-02 1.007232045E+00 1.017271124E+0 -1.003907900E-02
1.468000015E+11 1.007271011E+00 1.017618893E+0 -1.034788200E-02 1.007271011E+00 1.017618893E+0 -1.034788200E-02
2.154000005E+11 1.007361464E+00 1.017967920E+0 -1.060645600E-02 1.007361464E+00 1.017967920E+0 -1.060645600E-02
3.162000032E+11 1.007600540E+00 1.018319035E+0 -1.071849500E-02 1.007600540E+00 1.018319035E+0 -1.071849500E-02
4.642000041E+11 1.007942133E+00 1.018671866E+0 -1.072973300E-02 1.007942133E+00 1.018671866E+0 -1.072973300E-02
6.813000017E+11 1.008251244E+00 1.019026107E+0 -1.077486300E-02 1.008251244E+00 1.019026107E+0 -1.077486300E-02
1.000000000E+12 1.008694303E+00 1.019382035E+0 -1.068773200E-02 1.008694303E+00 1.019382035E+0 -1.068773200E-02
1.468000015E+12 1.009572070E+00 1.019739713E+0 -1.016764300E-02 1.009572070E+00 1.019739713E+0 -1.016764300E-02
2.154000005E+12 1.010460923E+00 1.020098542E+0 -9.637619000E-03 1.010460923E+00 1.020098542E+0 -9.637619000E-03
3.162000032E+12 1.011943956E+00 1.020459377E+0 -8.515421000E-03 1.011943956E+00 1.020459377E+0 -8.515421000E-03
4.642000041E+12 1.013641077E+00 1.020821840E+0 -7.180763000E-03 1.013641077E+00 1.020821840E+0 -7.180763000E-03
6.813000017E+12 1.015810286E+00 1.021185618E+0 -5.375332000E-03 1.015810286E+00 1.021185618E+0 -5.375332000E-03
1.000000000E+13 1.018462628E+00 1.021550997E+0 -3.088369000E-03 1.018462628E+00 1.021550997E+0 -3.088369000E-03
