Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.008153893E+00 1.007920030E+0 2.338630000E-04 1.008153893E+00 1.007920030E+0 2.338630000E-04
1.468000015E+10 1.008148339E+00 1.008095496E+0 5.284300000E-05 1.008148339E+00 1.008095496E+0 5.284300000E-05
2.154000005E+10 1.008140425E+00 1.008271683E+0 -1.312580000E-04 1.008140425E+00 1.008271683E+0 -1.312580000E-04
3.162000032E+10 1.008129188E+00 1.008449004E+0 -3.198160000E-04 1.008129188E+00 1.008449004E+0 -3.198160000E-04
4.642000041E+10 1.008113500E+00 1.008627273E+0 -5.137730000E-04 1.008113500E+00 1.008627273E+0 -5.137730000E-04
6.813000017E+10 1.008092171E+00 1.008806332E+0 -7.141610000E-04 1.008092171E+00 1.008806332E+0 -7.141610000E-04
1.000000000E+11 1.008064179E+00 1.008986320E+0 -9.221410000E-04 1.008064179E+00 1.008986320E+0 -9.221410000E-04
1.468000015E+11 1.008029962E+00 1.009167267E+0 -1.137305000E-03 1.008029962E+00 1.009167267E+0 -1.137305000E-03
2.154000005E+11 1.007992794E+00 1.009348869E+0 -1.356075000E-03 1.007992794E+00 1.009348869E+0 -1.356075000E-03
3.162000032E+11 1.007962381E+00 1.009531557E+0 -1.569176000E-03 1.007962381E+00 1.009531557E+0 -1.569176000E-03
4.642000041E+11 1.007959191E+00 1.009715138E+0 -1.755947000E-03 1.007959191E+00 1.009715138E+0 -1.755947000E-03
6.813000017E+11 1.008019424E+00 1.009899453E+0 -1.880029000E-03 1.008019424E+00 1.009899453E+0 -1.880029000E-03
1.000000000E+12 1.008197138E+00 1.010084646E+0 -1.887508000E-03 1.008197138E+00 1.010084646E+0 -1.887508000E-03
1.468000015E+12 1.008648803E+00 1.010270748E+0 -1.621945000E-03 1.008648803E+00 1.010270748E+0 -1.621945000E-03
2.154000005E+12 1.009531637E+00 1.010457451E+0 -9.258140000E-04 1.009531637E+00 1.010457451E+0 -9.258140000E-04
3.162000032E+12 1.010905287E+00 1.010645196E+0 2.600910000E-04 1.010905287E+00 1.010645196E+0 2.600910000E-04
4.642000041E+12 1.012297600E+00 1.010833789E+0 1.463811000E-03 1.012297600E+00 1.010833789E+0 1.463811000E-03
6.813000017E+12 1.014371435E+00 1.011023066E+0 3.348369000E-03 1.014371435E+00 1.011023066E+0 3.348369000E-03
1.000000000E+13 1.016891881E+00 1.011213176E+0 5.678705000E-03 1.016891881E+00 1.011213176E+0 5.678705000E-03
