N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.188203358E+00 1.170738079E+00 1.133080551E+00 1.060485622E+00 1.013688577E+00 1.014736038E+00 1.017830696E+00 1.023697148E+00 1.033258579E+00 1.047482402E+00 1.067106164E+00
1.600000000E+01 1.244031095E+00 1.245698268E+00 1.247671479E+00 1.249054357E+00 1.250288835E+00 1.250107390E+00 1.247039118E+00 1.239088703E+00 1.221223790E+00 1.190727815E+00 1.139078952E+00
1.700000000E+01 1.309189692E+00 1.309125529E+00 1.310131579E+00 1.312146009E+00 1.315125664E+00 1.318827038E+00 1.322821585E+00 1.327113742E+00 1.330921772E+00 1.334228081E+00 1.336623887E+00
1.549996187E+01 1.220576982E+00 1.220911641E+00 1.219685078E+00 1.214569726E+00 1.202021215E+00 1.175436782E+00 1.125426053E+00 1.041310016E+00 1.009604306E+00 1.010364126E+00 1.012263422E+00
1.649996187E+01 1.271673411E+00 1.272786694E+00 1.274804170E+00 1.277264942E+00 1.280165244E+00 1.283148704E+00 1.285857338E+00 1.287823940E+00 1.288604346E+00 1.287157889E+00 1.282403911E+00
1.674996808E+01 1.288765695E+00 1.289387795E+00 1.290989097E+00 1.293440025E+00 1.296473038E+00 1.299910354E+00 1.303489772E+00 1.306798776E+00 1.309695675E+00 1.311370551E+00 1.311395754E+00
1.624993176E+01 1.257033440E+00 1.258425688E+00 1.260447026E+00 1.262905050E+00 1.265468552E+00 1.267402974E+00 1.268480422E+00 1.267615505E+00 1.263752235E+00 1.254748255E+00 1.237350265E+00
1.574996808E+01 1.231352137E+00 1.232882135E+00 1.234084260E+00 1.234306993E+00 1.232219468E+00 1.225556094E+00 1.210722886E+00 1.181462962E+00 1.129296414E+00 1.045825269E+00 1.008065881E+00
1.524993176E+01 1.208124189E+00 1.204367961E+00 1.194579927E+00 1.172260991E+00 1.127210049E+00 1.046433301E+00 1.011455056E+00 1.012415181E+00 1.014932309E+00 1.019532888E+00 1.026910244E+00
