N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.359934300E-02 1.179156000E-02 1.007727700E-02 8.712695000E-03
1.016672606E+01 9.412232000E-03 8.153761000E-03 6.967567000E-03 6.027205000E-03
1.033324570E+01 6.467140000E-03 5.600973000E-03 4.789563000E-03 4.150194000E-03
1.049996187E+01 4.424705000E-03 3.833834000E-03 3.284211000E-03 2.855109000E-03
1.066670514E+01 3.020748000E-03 2.620802000E-03 2.252226000E-03 1.968608000E-03
1.083333839E+01 2.060750000E-03 1.792322000E-03 1.548293000E-03 1.364897000E-03
1.100000000E+01 1.406376000E-03 1.228375000E-03 1.069943000E-03 9.554900000E-04
1.116672606E+01 9.613880000E-04 8.456050000E-04 7.460190000E-04 6.787570000E-04
1.133324570E+01 6.595600000E-04 5.867480000E-04 5.275010000E-04 4.921450000E-04
1.149996187E+01 4.555130000E-04 4.122660000E-04 3.803190000E-04 3.656670000E-04
1.166670514E+01 3.181480000E-04 2.950250000E-04 2.806770000E-04 2.781630000E-04
1.183333839E+01 2.259950000E-04 2.158350000E-04 2.117530000E-04 2.148760000E-04
1.200000000E+01 1.639810000E-04 1.612940000E-04 1.620240000E-04 1.665580000E-04
1.216672606E+01 1.216210000E-04 1.223160000E-04 1.244510000E-04 1.283230000E-04
1.233324570E+01 9.172100000E-05 9.331100000E-05 9.529800000E-05 9.809200000E-05
1.249996187E+01 6.988400000E-05 7.128600000E-05 7.278300000E-05 7.477800000E-05
1.266670514E+01 5.357000000E-05 5.463700000E-05 5.580800000E-05 5.734800000E-05
1.283333839E+01 4.142000000E-05 4.227900000E-05 4.327700000E-05 4.454900000E-05
1.300000000E+01 3.247600000E-05 3.324200000E-05 3.412600000E-05 3.520800000E-05
