N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 6.161000000E-06 6.007000000E-06 5.938000000E-06 5.906000000E-06
1.600000000E+01 9.401200000E-05 9.217900000E-05 9.132800000E-05 9.099500000E-05
1.700000000E+01 1.141372000E-03 1.136884000E-03 1.134772000E-03 1.132863000E-03
1.549996187E+01 2.477700000E-05 2.418500000E-05 2.389700000E-05 2.374400000E-05
1.649996187E+01 3.398490000E-04 3.361190000E-04 3.341200000E-04 3.330470000E-04
1.674996808E+01 6.302960000E-04 6.265630000E-04 6.235820000E-04 6.222380000E-04
1.624993176E+01 1.799640000E-04 1.771850000E-04 1.757460000E-04 1.750110000E-04
1.574996808E+01 4.852500000E-05 4.744100000E-05 4.697000000E-05 4.674700000E-05
1.524993176E+01 1.248600000E-05 1.217200000E-05 1.200800000E-05 1.192900000E-05
