fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0US1 10:40 303.6 38.19 1.000E+000 2.227E+000 2.903E-006 5.766E+004 2.330E+000 9.465E-008 1.242E-005 1.041E-001 1.242E-005 4.398E-007 3.400E-001 6.020E-002 7.293E-006 9.596E-003 
0US2 10:59 307.1 37.75 1.000E+000 2.162E+000 2.831E-006 5.037E+004 2.326E+000 9.935E-008 1.260E-005 9.400E-002 1.260E-005 3.907E-007 3.300E-001 5.360E-002 7.276E-006 1.391E-003 
0US3 11:18 309.4 37.47 1.000E+000 2.217E+000 2.666E-006 4.599E+004 2.331E+000 9.973E-008 1.249E-005 8.581E-002 1.249E-005 3.451E-007 3.220E-001 4.840E-002 7.116E-006 1.233E-003 
0US4 11:39 311.7 37.2 1.000E+000 2.223E+000 2.605E-006 4.191E+004 2.324E+000 1.035E-007 1.261E-005 7.990E-002 1.261E-005 3.187E-007 3.164E-001 4.470E-002 7.114E-006 3.954E-003 
0US5 12:4 313.6 36.97 1.000E+000 2.209E+000 2.639E-006 3.876E+004 2.325E+000 1.058E-007 1.258E-005 7.456E-002 1.257E-005 2.918E-007 3.113E-001 4.140E-002 7.031E-006 2.030E-003 
0US6 12:22 316.1 36.68 1.000E+000 2.258E+000 2.521E-006 3.488E+004 2.321E+000 1.088E-007 1.231E-005 6.692E-002 1.230E-005 2.505E-007 3.043E-001 3.680E-002 6.789E-006 1.294E-003 
0US7 12:48 318.7 36.38 1.000E+000 2.223E+000 2.747E-006 3.115E+004 2.318E+000 1.117E-007 1.261E-005 6.147E-002 1.260E-005 2.318E-007 2.993E-001 3.350E-002 6.899E-006 9.282E-002 
0US8 13:12 320.9 36.13 1.000E+000 2.266E+000 2.634E-006 2.821E+004 2.309E+000 1.157E-007 1.266E-005 5.674E-002 1.266E-005 2.119E-007 2.951E-001 3.080E-002 6.858E-006 1.088E-003 
0US9 13:33 324.1 35.77 1.000E+000 2.290E+000 2.744E-006 2.425E+004 2.307E+000 1.216E-007 1.246E-005 4.975E-002 1.246E-005 1.789E-007 2.887E-001 2.670E-002 6.675E-006 7.900E-004 
US10 13:51 326 35.57 1.000E+000 2.255E+000 2.775E-006 2.205E+004 2.298E+000 1.234E-007 1.262E-005 4.610E-002 1.262E-005 1.661E-007 2.856E-001 2.460E-002 6.727E-006 4.155E-003 
US11 14:11 328.9 35.25 1.000E+000 2.292E+000 2.879E-006 1.888E+004 2.274E+000 1.344E-007 1.235E-005 4.113E-002 1.235E-005 1.429E-007 2.813E-001 2.180E-002 6.524E-006 1.010E-003 
US12 14:26 331.3 35 1.000E+000 2.382E+000 2.672E-006 1.640E+004 2.270E+000 1.391E-007 1.258E-005 3.774E-002 1.257E-005 1.320E-007 2.783E-001 1.990E-002 6.602E-006 3.975E-003 
