fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0DT0 9:02:16 308.3 37.61 1.000E+000 6.314E-001 5.039E-006 1.000E+012 2.575E+000 8.796E-008 3.311E-003 
0DT1 9:04:26 308.2 37.62 1.000E+000 6.212E-001 5.070E-006 1.000E+012 2.578E+000 8.722E-008 3.291E-003 
0DT2 9:06:44 308.2 37.62 1.000E+000 6.121E-001 5.184E-006 1.000E+012 2.575E+000 8.788E-008 3.292E-003 
0DT3 9:08:46 308.2 37.62 1.000E+000 5.915E-001 5.336E-006 1.000E+012 2.578E+000 8.761E-008 3.262E-003 
0DT4 9:12:54 308.3 37.61 1.000E+000 6.369E-001 5.113E-006 1.000E+012 2.593E+000 8.557E-008 3.377E-003 
0DT5 9:15:32 308.3 37.61 1.000E+000 6.612E-001 5.081E-006 1.000E+012 2.583E+000 8.776E-008 3.425E-003 
0DT6 9:17:48 308.3 37.61 1.000E+000 6.239E-001 5.395E-006 1.000E+012 2.578E+000 8.803E-008 3.176E-003 
0DT7 9:20:16 308.3 37.61 1.000E+000 6.200E-001 5.396E-006 1.000E+012 2.577E+000 8.826E-008 2.995E-003 
0DT8 9:22:30 308.4 37.59 1.000E+000 6.246E-001 5.408E-006 1.000E+012 2.588E+000 8.680E-008 2.804E-003 
0DT9 9:24:46 308.5 37.58 1.000E+000 6.231E-001 5.474E-006 1.000E+012 2.585E+000 8.753E-008 3.152E-003 
0T00 8:28:42 291.1 39.83 1.000E+000 4.595E-001 6.446E-006 1.000E+012 2.631E+000 4.997E-008 1.353E-002 
