T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 7.333962600E-02 7.304988500E-02 7.264577900E-02 7.209383600E-02 7.136097500E-02 7.040266400E-02 6.925393600E-02 6.793564100E-02 6.650295400E-02 6.512587700E-02 6.393967600E-02 6.307581600E-02 6.263581900E-02 6.263468100E-02 6.296333700E-02 6.348225700E-02 6.401890500E-02 6.441702400E-02 6.460779900E-02
295 7.054492400E-02 7.026067600E-02 6.986436100E-02 6.932347100E-02 6.860632800E-02 6.769117100E-02 6.657914500E-02 6.530795100E-02 6.396020200E-02 6.265118300E-02 6.154997200E-02 6.078717900E-02 6.045645100E-02 6.057078800E-02 6.105068300E-02 6.176505600E-02 6.252572200E-02 6.321552200E-02 6.371204200E-02
300 6.954386900E-02 6.923509300E-02 6.880474900E-02 6.821788800E-02 6.744098100E-02 6.645210400E-02 6.525548300E-02 6.389608100E-02 6.246693000E-02 6.110251500E-02 5.995690900E-02 5.917149600E-02 5.883961000E-02 5.897845900E-02 5.952091400E-02 6.033503700E-02 6.126483200E-02 6.217003600E-02 6.294070600E-02
305 6.914895600E-02 6.881828200E-02 6.835634000E-02 6.772444700E-02 6.688459500E-02 6.581049700E-02 6.450369200E-02 6.301040200E-02 6.143027600E-02 5.990840500E-02 5.860962800E-02 5.768279500E-02 5.722632800E-02 5.726412200E-02 5.773989800E-02 5.853469500E-02 5.950261700E-02 6.050374000E-02 6.142800600E-02
310 6.993958100E-02 6.957956600E-02 6.907510700E-02 6.838217800E-02 6.745614300E-02 6.626347700E-02 6.479971500E-02 6.310952400E-02 6.129835600E-02 5.952472900E-02 5.797020300E-02 5.679784400E-02 5.611506600E-02 5.595235900E-02 5.626185600E-02 5.693578100E-02 5.783895900E-02 5.883849100E-02 5.980540100E-02
315 7.270788500E-02 7.229364500E-02 7.171189800E-02 7.091034000E-02 6.983465600E-02 6.844157800E-02 6.671976700E-02 6.471401000E-02 6.254060900E-02 6.037956100E-02 5.843876400E-02 5.690335100E-02 5.589305800E-02 5.544282300E-02 5.550786500E-02 5.598643500E-02 5.675153800E-02 5.767831900E-02 5.864769500E-02
320 7.566474100E-02 7.521471700E-02 7.458054400E-02 7.370265800E-02 7.251687100E-02 7.096797900E-02 6.903231100E-02 6.674620200E-02 6.422710000E-02 6.167001000E-02 5.930903700E-02 5.735753900E-02 5.595543100E-02 5.514705000E-02 5.489103500E-02 5.508961700E-02 5.562247000E-02 5.637940100E-02 5.720705400E-02
325 7.927896800E-02 7.879656400E-02 7.811461500E-02 7.716617500E-02 7.587707500E-02 7.417906200E-02 7.203376900E-02 6.946518600E-02 6.658745300E-02 6.360730200E-02 6.078595700E-02 5.836997600E-02 5.652590000E-02 5.531112300E-02 5.468704500E-02 5.455623900E-02 5.480145600E-02 5.531337300E-02 5.597389900E-02
330 8.471331700E-02 8.417737700E-02 8.339081800E-02 8.234939000E-02 8.092893300E-02 7.901204400E-02 7.660707400E-02 7.365533400E-02 7.030701000E-02 6.678675100E-02 6.339051800E-02 6.040587900E-02 5.803139400E-02 5.633888800E-02 5.528936400E-02 5.478011600E-02 5.469148000E-02 5.491618400E-02 5.532807000E-02
335 8.899579100E-02 8.844137800E-02 8.765357400E-02 8.655005700E-02 8.503507600E-02 8.301221400E-02 8.041057400E-02 7.722435700E-02 7.355422600E-02 6.962589900E-02 6.575674000E-02 6.227140300E-02 5.940601200E-02 5.725567200E-02 5.578778700E-02 5.489624100E-02 5.445780500E-02 5.436570400E-02 5.451477600E-02
340 9.289399400E-02 9.233447900E-02 9.153735100E-02 9.041678400E-02 8.887059600E-02 8.679200500E-02 8.409431400E-02 8.075170700E-02 7.684627200E-02 7.259534300E-02 6.832757500E-02 6.439820000E-02 6.108045900E-02 5.849725500E-02 5.662690000E-02 5.536233100E-02 5.457633800E-02 5.416121100E-02 5.400720600E-02
