N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 7.255800900E-02 7.019743100E-02 6.979212000E-02 6.999525400E-02 7.141059900E-02 7.489408000E-02 7.838596100E-02 8.256112100E-02 8.864258400E-02 9.330780600E-02 9.732546700E-02
1.016672606E+01 7.216110600E-02 6.978053300E-02 6.936189800E-02 6.952744300E-02 7.089765400E-02 7.430257400E-02 7.774379100E-02 8.187477500E-02 8.788490000E-02 9.252990600E-02 9.654797300E-02
1.033324570E+01 7.163517300E-02 6.922082100E-02 6.877247100E-02 6.888416800E-02 7.018923200E-02 7.348302800E-02 7.685012000E-02 8.091542800E-02 8.682255000E-02 9.143513000E-02 9.545007900E-02
1.049996187E+01 7.091897300E-02 6.850886600E-02 6.796180200E-02 6.802308000E-02 6.923540300E-02 7.237481000E-02 7.563402700E-02 7.960224600E-02 8.536223300E-02 8.992235200E-02 9.392592100E-02
1.066670514E+01 7.001206000E-02 6.758150300E-02 6.693379100E-02 6.689128400E-02 6.799474200E-02 7.092492700E-02 7.402966900E-02 7.785581600E-02 8.340864600E-02 8.788436500E-02 9.185932200E-02
1.083333839E+01 6.890134000E-02 6.647023500E-02 6.569940400E-02 6.552239900E-02 6.645248400E-02 6.910906000E-02 7.199841700E-02 7.562126300E-02 8.088990500E-02 8.523172000E-02 8.914640700E-02
1.100000000E+01 6.762397100E-02 6.519231700E-02 6.428912900E-02 6.393945100E-02 6.464286600E-02 6.695816100E-02 6.955936600E-02 7.290223900E-02 7.779464600E-02 8.193246900E-02 8.573454900E-02
1.116672606E+01 6.624865300E-02 6.381450500E-02 6.276312900E-02 6.223456600E-02 6.266485900E-02 6.457919000E-02 6.681650600E-02 6.979463200E-02 7.421381800E-02 7.805870400E-02 8.167303100E-02
1.133324570E+01 6.490392000E-02 6.248461500E-02 6.130422100E-02 6.054794600E-02 6.067884200E-02 6.215343700E-02 6.396315300E-02 6.649896800E-02 7.036025100E-02 7.381678700E-02 7.715244900E-02
1.149996187E+01 6.373509500E-02 6.134030900E-02 6.005093600E-02 5.906762400E-02 5.887755400E-02 5.990312800E-02 6.124829100E-02 6.328987300E-02 6.654118600E-02 6.952879500E-02 7.249728100E-02
1.166670514E+01 6.287376700E-02 6.052532600E-02 5.914089400E-02 5.794779000E-02 5.744139500E-02 5.803672100E-02 5.891324700E-02 6.044542500E-02 6.307910200E-02 6.555271800E-02 6.809070300E-02
1.183333839E+01 6.243536600E-02 6.014975600E-02 5.869020600E-02 5.730153900E-02 5.649699300E-02 5.669868200E-02 5.712900900E-02 5.817005400E-02 6.021826300E-02 6.217515400E-02 6.425795700E-02
1.200000000E+01 6.243409100E-02 6.022456200E-02 5.872171600E-02 5.717179300E-02 5.609347400E-02 5.594477900E-02 5.596479800E-02 5.655191100E-02 5.806877200E-02 5.953728900E-02 6.117445600E-02
1.216672606E+01 6.282439100E-02 6.068849200E-02 5.919790500E-02 5.750337400E-02 5.620045100E-02 5.574617600E-02 5.539510600E-02 5.556990300E-02 5.661260200E-02 5.763290000E-02 5.885154500E-02
1.233324570E+01 6.344652000E-02 6.145364100E-02 5.999008900E-02 5.820942800E-02 5.672468100E-02 5.601279900E-02 5.533107600E-02 5.513330900E-02 5.575243500E-02 5.636236600E-02 5.719139800E-02
1.249996187E+01 6.413642100E-02 6.232127600E-02 6.096282700E-02 5.915266100E-02 5.753961300E-02 5.662470300E-02 5.565680900E-02 5.512601700E-02 5.536624700E-02 5.559782600E-02 5.606163300E-02
1.266670514E+01 6.474452700E-02 6.316517700E-02 6.197244100E-02 6.019630400E-02 5.851648600E-02 5.746541000E-02 5.625843100E-02 5.543779600E-02 5.534295800E-02 5.522596800E-02 5.534598400E-02
1.283333839E+01 6.516583400E-02 6.387213800E-02 6.289428400E-02 6.120370800E-02 5.953172300E-02 5.838464900E-02 5.708967600E-02 5.593592900E-02 5.553496700E-02 5.512482000E-02 5.494408400E-02
1.300000000E+01 6.536472300E-02 6.437606200E-02 6.365038300E-02 6.214228200E-02 6.050247700E-02 5.933418600E-02 5.780000200E-02 5.659010300E-02 5.595456800E-02 5.522212300E-02 5.476907200E-02
