T d154 d184 d214 d244
d 150 180 210 240
290 1.235799273E+00 1.234415567E+00 1.234228120E+00 1.233790311E+00
295 1.238419147E+00 1.236843547E+00 1.236397356E+00 1.236545550E+00
300 1.240882587E+00 1.239215097E+00 1.238446461E+00 1.236258453E+00
305 1.242337857E+00 1.240826500E+00 1.239515154E+00 1.236723503E+00
310 1.243695027E+00 1.241919556E+00 1.240308821E+00 1.239605940E+00
315 1.244227272E+00 1.242061438E+00 1.240175179E+00 1.238949004E+00
320 1.242916636E+00 1.240098426E+00 1.238081955E+00 1.236516480E+00
325 1.241587858E+00 1.237614352E+00 1.235436961E+00 1.233288138E+00
330 1.238496096E+00 1.234298585E+00 1.231167387E+00 1.228829903E+00
335 1.233124793E+00 1.228176096E+00 1.224430639E+00 1.221689322E+00
340 1.227502746E+00 1.221698629E+00 1.216988286E+00 1.214195269E+00
