T d154 d184 d214 d244
d 150 180 210 240
290 1.215114515E+00 1.212596171E+00 1.210460931E+00 1.208212260E+00
295 1.217359872E+00 1.214864718E+00 1.212948081E+00 1.210719326E+00
300 1.219854733E+00 1.217433893E+00 1.215452597E+00 1.213245172E+00
305 1.222155480E+00 1.219482642E+00 1.217410060E+00 1.215308594E+00
310 1.224930362E+00 1.221961798E+00 1.219640137E+00 1.217330386E+00
315 1.227338281E+00 1.224089266E+00 1.221487167E+00 1.218837507E+00
320 1.229122057E+00 1.225369712E+00 1.222140776E+00 1.219357643E+00
325 1.230817271E+00 1.226431474E+00 1.222672351E+00 1.219343652E+00
330 1.231673903E+00 1.226667084E+00 1.222056241E+00 1.218333287E+00
335 1.230841672E+00 1.224970661E+00 1.219520488E+00 1.215090435E+00
340 1.228746245E+00 1.221874214E+00 1.215474151E+00 1.210225885E+00
