T d154 d184 d214 d244
d 150 180 210 240
290 1.215432884E+00 1.213528735E+00 1.211921253E+00 1.210853035E+00
295 1.218593298E+00 1.216509419E+00 1.214963839E+00 1.213736470E+00
300 1.221458536E+00 1.219106545E+00 1.217408038E+00 1.216042514E+00
305 1.224753444E+00 1.221921888E+00 1.220085619E+00 1.218419947E+00
310 1.227763258E+00 1.224448177E+00 1.222225296E+00 1.220336536E+00
315 1.229640451E+00 1.225859916E+00 1.223119672E+00 1.220888468E+00
320 1.231482759E+00 1.227389532E+00 1.223823163E+00 1.221221487E+00
325 1.232614695E+00 1.227869301E+00 1.223663222E+00 1.220465248E+00
330 1.232034526E+00 1.226500407E+00 1.221676858E+00 1.217752007E+00
335 1.231369473E+00 1.225011274E+00 1.219483867E+00 1.214874176E+00
340 1.229717516E+00 1.222509905E+00 1.216233894E+00 1.210954821E+00
