N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.181798095E+00 1.182265219E+00 1.182679592E+00 1.183097020E+00 1.183573755E+00 1.184171674E+00 1.184962526E+00 1.186029913E+00 1.187466295E+00 1.189361157E+00 1.191777287E+00 1.194717789E+00 1.198099598E+00 1.201761372E+00 1.205522550E+00 1.209264632E+00 1.212969715E+00 1.216685898E+00 1.220461600E+00
1.600000000E+01 1.238911767E+00 1.241936697E+00 1.244430057E+00 1.246438307E+00 1.248031937E+00 1.249302145E+00 1.250351000E+00 1.251283830E+00 1.252206670E+00 1.253227706E+00 1.254459824E+00 1.256021101E+00 1.258029921E+00 1.260592557E+00 1.263783819E+00 1.267626608E+00 1.272081273E+00 1.277054840E+00 1.282429010E+00
1.700000000E+01 1.262082482E+00 1.269231249E+00 1.275648218E+00 1.281723257E+00 1.287651675E+00 1.293458646E+00 1.299064259E+00 1.304372878E+00 1.309352961E+00 1.314076609E+00 1.318710240E+00 1.323469085E+00 1.328555947E+00 1.334103889E+00 1.340141441E+00 1.346594734E+00 1.353325695E+00 1.360184481E+00 1.367046926E+00
1.549996187E+01 1.222742864E+00 1.224059727E+00 1.225050917E+00 1.225801276E+00 1.226387352E+00 1.226876990E+00 1.227331374E+00 1.227808536E+00 1.228367201E+00 1.229069930E+00 1.229984628E+00 1.231183540E+00 1.232739617E+00 1.234720586E+00 1.237181028E+00 1.240152264E+00 1.243631891E+00 1.247579532E+00 1.251925682E+00
1.649996187E+01 1.250728177E+00 1.255760150E+00 1.260344630E+00 1.264502140E+00 1.268196115E+00 1.271401247E+00 1.274146292E+00 1.276523917E+00 1.278678351E+00 1.280786145E+00 1.283038743E+00 1.285626673E+00 1.288720819E+00 1.292447931E+00 1.296864418E+00 1.301940733E+00 1.307570111E+00 1.313603282E+00 1.319891888E+00
1.674996808E+01 1.256539900E+00 1.262542852E+00 1.268066184E+00 1.273274194E+00 1.278182081E+00 1.282725247E+00 1.286840740E+00 1.290529402E+00 1.293879948E+00 1.297058329E+00 1.300277968E+00 1.303763426E+00 1.307712287E+00 1.312257725E+00 1.317439743E+00 1.323198943E+00 1.329401652E+00 1.335887152E+00 1.342511396E+00
1.624993176E+01 1.244771736E+00 1.248821731E+00 1.252358746E+00 1.255382197E+00 1.257904629E+00 1.259978345E+00 1.261696119E+00 1.263179010E+00 1.264563826E+00 1.265995612E+00 1.267624178E+00 1.269600316E+00 1.272066860E+00 1.275141572E+00 1.278893885E+00 1.283324572E+00 1.288361909E+00 1.293882378E+00 1.299747776E+00
1.574996808E+01 1.231691270E+00 1.233763345E+00 1.235380804E+00 1.236626671E+00 1.237589380E+00 1.238356386E+00 1.239010530E+00 1.239630281E+00 1.240292746E+00 1.241077773E+00 1.242071348E+00 1.243366519E+00 1.245060028E+00 1.247243258E+00 1.249987541E+00 1.253326828E+00 1.257245098E+00 1.261677768E+00 1.266530397E+00
1.524993176E+01 1.209196027E+00 1.209985634E+00 1.210583795E+00 1.211058803E+00 1.211469668E+00 1.211869633E+00 1.212310040E+00 1.212843818E+00 1.213527427E+00 1.214420143E+00 1.215579539E+00 1.217053554E+00 1.218872809E+00 1.221049376E+00 1.223585057E+00 1.226481537E+00 1.229739559E+00 1.233346453E+00 1.237266910E+00
