fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_295 001_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.614481299E-16 1.000000000E+20 1.192389129E+00 1.546685162E-16 4.837469394E-04 
001_295_SRH 001_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.197342340E-16 1.000000000E+20 1.213131362E+00 1.485422018E-16 9.419025869E-04 
002_295 002_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.006104084E-16 1.000000000E+20 1.197090535E+00 2.242635290E-16 5.913895279E-04 
002_295_SRH 002_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.618615530E-16 1.000000000E+20 1.213786936E+00 2.179413535E-16 9.559288335E-04 
003_295 003_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.981249931E-16 1.000000000E+20 1.203578898E+00 3.263894049E-16 6.966926560E-04 
003_295_SRH 003_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.626135255E-16 1.000000000E+20 1.214738957E+00 3.197168988E-16 9.763844128E-04 
004_295 004_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.172649170E-15 1.000000000E+20 1.207535236E+00 4.753011154E-16 7.896876496E-04 
004_295_SRH 004_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.417281651E-16 1.000000000E+20 1.216114930E+00 4.689393285E-16 1.006146818E-03 
005_295 005_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.546618315E-15 1.000000000E+20 1.211528050E+00 6.936669566E-16 8.832963134E-04 
005_295_SRH 005_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.321728515E-15 1.000000000E+20 1.218090118E+00 6.876898140E-16 1.049331692E-03 
006_295 006_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.042624107E-15 1.000000000E+20 1.215855780E+00 1.013846262E-15 9.838342223E-04 
006_295_SRH 006_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.825438527E-15 1.000000000E+20 1.220898529E+00 1.008367601E-15 1.111818338E-03 
007_295 007_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.679914884E-15 1.000000000E+20 1.220909488E+00 1.483466136E-15 1.101477436E-03 
007_295_SRH 007_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.472173396E-15 1.000000000E+20 1.224839663E+00 1.478660885E-15 1.202044594E-03 
