fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_330 001_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.386389315E-14 1.000000000E+20 1.250656492E+00 6.448402863E-15 8.186059207E-05 
001_330_SRH 001_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.902459611E-14 1.000000000E+20 1.294697099E+00 5.880865659E-15 3.246277160E-04 
002_330 002_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.253438436E-14 1.000000000E+20 1.263261029E+00 9.182457000E-15 1.125836982E-04 
002_330_SRH 002_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.780580178E-14 1.000000000E+20 1.294800663E+00 8.630537276E-15 3.262024680E-04 
003_330 003_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.512381867E-14 1.000000000E+20 1.272716181E+00 1.320451992E-14 1.468449443E-04 
003_330_SRH 003_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.056122857E-14 1.000000000E+20 1.294950896E+00 1.266493301E-14 3.285063161E-04 
004_330 004_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.033220358E-13 1.000000000E+20 1.279683437E+00 1.911250059E-14 1.825226494E-04 
004_330_SRH 004_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.900236545E-14 1.000000000E+20 1.295167504E+00 1.858331090E-14 3.318713741E-04 
005_330 005_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.294543980E-13 1.000000000E+20 1.284799308E+00 2.778293129E-14 2.176881169E-04 
005_330_SRH 005_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.548436965E-14 1.000000000E+20 1.295477425E+00 2.726342204E-14 3.367758390E-04 
006_330 006_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.666270083E-13 1.000000000E+20 1.288612197E+00 4.049938022E-14 2.512483004E-04 
006_330_SRH 006_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.231524112E-13 1.000000000E+20 1.295915779E+00 3.998997388E-14 3.439005755E-04 
007_330 007_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.188117669E-13 1.000000000E+20 1.291568124E+00 5.913947094E-14 2.833019240E-04 
007_330_SRH 007_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.760263178E-13 1.000000000E+20 1.296526085E+00 5.864167979E-14 3.542030868E-04 
008_330 008_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.907728530E-13 1.000000000E+20 1.294016925E+00 8.644710776E-14 3.151456894E-04 
