T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.202667119E+00 1.218953563E+00 1.230899380E+00 1.242773966E+00 1.255476729E+00 1.269500136E+00 1.285823074E+00 1.304267970E+00 1.324407114E+00
295 1.194717789E+00 1.217053554E+00 1.231183540E+00 1.243366519E+00 1.256021101E+00 1.269600316E+00 1.285626673E+00 1.303763426E+00 1.323469085E+00
300 1.176976445E+00 1.213120880E+00 1.231149345E+00 1.244492315E+00 1.257280675E+00 1.270715232E+00 1.286514600E+00 1.304299412E+00 1.323508467E+00
305 1.140033338E+00 1.203524967E+00 1.229854276E+00 1.245613111E+00 1.259083334E+00 1.272715436E+00 1.288366279E+00 1.305760602E+00 1.324587952E+00
310 1.070533155E+00 1.182492913E+00 1.225284877E+00 1.246040681E+00 1.261211490E+00 1.275170935E+00 1.289860303E+00 1.307998458E+00 1.326682368E+00
315 1.017315213E+00 1.139382874E+00 1.214135724E+00 1.244571189E+00 1.262731897E+00 1.277868041E+00 1.292793946E+00 1.310980188E+00 1.329597474E+00
320 1.018419230E+00 1.065044638E+00 1.190800802E+00 1.239393834E+00 1.263139730E+00 1.280322552E+00 1.295984415E+00 1.314478227E+00 1.333186405E+00
325 1.021917190E+00 1.014395535E+00 1.146683313E+00 1.227062962E+00 1.261452260E+00 1.282040658E+00 1.299009938E+00 1.318173426E+00 1.337093187E+00
330 1.028649401E+00 1.015283858E+00 1.071587629E+00 1.202670880E+00 1.255752968E+00 1.282466359E+00 1.301661914E+00 1.321709153E+00 1.341134182E+00
335 1.039643672E+00 1.017943013E+00 1.012029730E+00 1.158468711E+00 1.243138631E+00 1.280543715E+00 1.303424698E+00 1.325062891E+00 1.345355928E+00
340 1.055859959E+00 1.022952950E+00 1.012620659E+00 1.086114091E+00 1.218945833E+00 1.274541768E+00 1.303610532E+00 1.327689204E+00 1.349220439E+00
