T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.235379654E+00 1.211441743E+00 2.393791100E-02 1.235341217E+00 1.211392946E+00 2.394827100E-02 3.843700000E-05 4.879700000E-05
295 1.235512098E+00 1.211897739E+00 2.361435900E-02 1.235478614E+00 1.211853796E+00 2.362481800E-02 3.348400000E-05 4.394300000E-05
300 1.235893055E+00 1.212457711E+00 2.343534400E-02 1.235863362E+00 1.212418015E+00 2.344534700E-02 2.969300000E-05 3.969600000E-05
305 1.235831840E+00 1.214260067E+00 2.157177300E-02 1.235804782E+00 1.214223303E+00 2.158147900E-02 2.705800000E-05 3.676400000E-05
310 1.234422547E+00 1.215530303E+00 1.889224400E-02 1.234397116E+00 1.215494522E+00 1.890259400E-02 2.543100000E-05 3.578100000E-05
315 1.229628040E+00 1.216639595E+00 1.298844500E-02 1.229603540E+00 1.216603770E+00 1.299977000E-02 2.450000000E-05 3.582500000E-05
320 1.218506183E+00 1.217058840E+00 1.447343000E-03 1.218482593E+00 1.217020790E+00 1.461803000E-03 2.359000000E-05 3.805000000E-05
325 1.196263561E+00 1.215393807E+00 -1.913024600E-02 1.196242211E+00 1.215351625E+00 -1.910941400E-02 2.135000000E-05 4.218200000E-05
330 1.155505097E+00 1.209252798E+00 -5.374770100E-02 1.155489512E+00 1.209204718E+00 -5.371520600E-02 1.558500000E-05 4.808000000E-05
335 1.087819888E+00 1.194440785E+00 -1.066208970E-01 1.087816309E+00 1.194385391E+00 -1.065690820E-01 3.579000000E-06 5.539400000E-05
340 1.011856469E+00 1.162812683E+00 -1.509562140E-01 1.011841312E+00 1.162751417E+00 -1.509101050E-01 1.515700000E-05 6.126600000E-05
