f G/w
1.0000000E+6 1.7730062E-4
8.9779585E+5 1.8939037E-4
8.0603739E+5 2.0248237E-4
7.2365703E+5 2.1646127E-4
6.4969628E+5 2.3147947E-4
5.8329463E+5 2.4763504E-4
5.2367949E+5 2.6495381E-4
4.7015728E+5 2.8325716E-4
4.2210526E+5 3.0250655E-4
3.7896435E+5 3.2269639E-4
3.4023262E+5 3.4352128E-4
3.0545943E+5 3.6493530E-4
2.7424021E+5 3.8686851E-4
2.4621173E+5 4.0910825E-4
2.2104787E+5 4.3133871E-4
1.9845586E+5 4.5357193E-4
1.7817285E+5 4.7595233E-4
1.5996284E+5 4.9786957E-4
1.4361398E+5 5.1993447E-4
1.2893603E+5 5.4176715E-4
1.1575824E+5 5.6410118E-4
1.0392726E+5 5.8723550E-4
9.3305466E+4 6.1099852E-4
8.3769261E+4 6.3615714E-4
7.5207695E+4 6.6330455E-4
6.7521156E+4 6.9282839E-4
6.0620214E+4 7.2512255E-4
5.4424577E+4 7.6126558E-4
4.8862159E+4 8.0140671E-4
4.3868244E+4 8.4623148E-4
3.9384728E+4 8.9663337E-4
3.5359445E+4 9.5311915E-4
3.1745563E+4 1.0168873E-3
2.8501035E+4 1.0881024E-3
2.5588111E+4 1.1675263E-3
2.2972900E+4 1.2566412E-3
2.0624974E+4 1.3567515E-3
1.8517016E+4 1.4674168E-3
1.6624501E+4 1.5921365E-3
1.4925408E+4 1.7299136E-3
1.3399969E+4 1.8841998E-3
1.2030437E+4 2.0555741E-3
1.0800876E+4 2.2458481E-3
9.6969820E+3 2.4566063E-3
8.7059100E+3 2.6903872E-3
7.8161300E+3 2.9501597E-3
7.0172890E+3 3.2391778E-3
6.3000930E+3 3.5593005E-3
5.6561970E+3 3.9137501E-3
5.0781110E+3 4.3086446E-3
4.5591070E+3 4.7452478E-3
4.0931470E+3 5.2319656E-3
3.6748100E+3 5.7704154E-3
3.2992300E+3 6.3678056E-3
2.9620350E+3 7.0311567E-3
2.6593020E+3 7.7633589E-3
2.3875110E+3 8.5789910E-3
2.1434970E+3 9.4808025E-3
1.9244230E+3 1.0482774E-2
1.7277390E+3 1.1606859E-2
1.5511570E+3 1.2845374E-2
1.3926220E+3 1.4232384E-2
1.2502900E+3 1.5775163E-2
1.1225050E+3 1.7463039E-2
1.0077810E+3 1.9351947E-2
9.0478100E+2 2.1456215E-2
8.1230900E+2 2.3790377E-2
7.2928800E+2 2.6403608E-2
6.5475100E+2 2.9314169E-2
5.8783300E+2 3.2538837E-2
5.2775400E+2 3.6131942E-2
4.7381500E+2 4.0118275E-2
4.2539000E+2 4.4573439E-2
3.8191300E+2 4.9518971E-2
3.4288000E+2 5.5017480E-2
3.0783600E+2 6.1164170E-2
2.7637400E+2 6.8087644E-2
2.4812700E+2 7.5737717E-2
2.2276800E+2 8.4339946E-2
2.0000000E+2 9.3866161E-2
