Name T I01 I01tr n1 n1tr Rsh1 Rsh1tr I02 I02tr n2 n2tr Rsh2 Rsh2tr Rs Rstr Iph Iphtr rmsre
DE 300 2.461708647E-08 1.600000000E-09 2.315278349E+00 1.920000000E+00 2.706678305E+02 1.900000000E+02 3.640607979E-04 1.600000000E-04 7.862101990E+00 1.920000000E+00 1.321058351E+02 1.900000000E+02 5.824592261E-01 4.500000000E+01 7.333793346E-03 8.000000000E-03 1.241700780E-01
DE 300 2.315149042E-08 1.600000000E-09 2.290786739E+00 1.920000000E+00 3.048021156E+02 1.900000000E+02 1.857005721E-04 1.600000000E-04 1.009394294E+00 1.920000000E+00 1.609958198E+02 1.900000000E+02 6.615731918E+01 4.500000000E+01 7.252669528E-03 8.000000000E-03 2.145871763E-01
DE 300 1.570962149E-06 1.600000000E-09 3.653914930E+00 1.920000000E+00 1.844593551E+02 1.900000000E+02 1.902123669E-04 1.600000000E-04 1.837407233E+00 1.920000000E+00 2.767753805E+02 1.900000000E+02 3.536990304E+01 4.500000000E+01 7.930608771E-03 8.000000000E-03 3.476744331E-01
DE 300 3.013202037E-06 1.600000000E-09 3.892648815E+00 1.920000000E+00 2.354914193E+02 1.900000000E+02 8.541349658E-06 1.600000000E-04 7.581888330E-01 1.920000000E+00 8.140065071E+01 1.900000000E+02 4.573077479E+01 4.500000000E+01 7.574250477E-03 8.000000000E-03 2.035758053E-01
DE 300 9.037579528E-08 1.600000000E-09 2.616681105E+00 1.920000000E+00 2.590317014E+02 1.900000000E+02 5.852861040E-04 1.600000000E-04 3.380572368E+00 1.920000000E+00 2.050384095E+02 1.900000000E+02 4.298102806E+01 4.500000000E+01 7.563583668E-03 8.000000000E-03 2.441909272E-01
DE 300 2.242232537E-10 1.600000000E-09 1.647883620E+00 1.920000000E+00 1.500985229E+02 1.900000000E+02 5.413251024E-09 1.600000000E-04 1.094312370E+01 1.920000000E+00 7.618861752E+01 1.900000000E+02 9.633922541E+00 4.500000000E+01 9.118897318E-03 8.000000000E-03 1.831259905E-01
DE 300 4.059952229E-11 1.600000000E-09 1.493761405E+00 1.920000000E+00 1.363572250E+02 1.900000000E+02 1.159687965E-06 1.600000000E-04 1.104487007E+01 1.920000000E+00 8.602189204E+01 1.900000000E+02 3.082696678E+00 4.500000000E+01 9.637288414E-03 8.000000000E-03 2.396453970E-01
DE 300 4.482831268E-06 1.600000000E-09 4.452570256E+00 1.920000000E+00 1.771279719E+02 1.900000000E+02 4.911741635E-06 1.600000000E-04 8.790180959E-01 1.920000000E+00 1.558248986E+02 1.900000000E+02 1.003552381E-01 4.500000000E+01 6.759585632E-03 8.000000000E-03 2.722054712E-01
DE 300 8.530793749E-08 1.600000000E-09 2.557376765E+00 1.920000000E+00 2.331564134E+02 1.900000000E+02 4.686612610E-04 1.600000000E-04 1.374606383E+01 1.920000000E+00 8.818650298E+01 1.900000000E+02 9.870283074E+00 4.500000000E+01 7.953542127E-03 8.000000000E-03 2.354549997E-01
DE 300 5.738967513E-08 1.600000000E-09 2.488919526E+00 1.920000000E+00 2.245214359E+02 1.900000000E+02 7.318790016E-05 1.600000000E-04 4.051280153E+00 1.920000000E+00 7.613850884E+01 1.900000000E+02 1.820729076E+01 4.500000000E+01 7.675794580E-03 8.000000000E-03 1.152334620E-01
DE 300 5.504523221E-09 1.600000000E-09 2.036154122E+00 1.920000000E+00 1.413582937E+02 1.900000000E+02 2.097790602E-05 1.600000000E-04 4.738806484E+01 1.920000000E+00 7.701282272E+01 1.900000000E+02 7.471161879E+00 4.500000000E+01 9.367159989E-03 8.000000000E-03 2.560392438E-01
DE 300 4.346406329E-08 1.600000000E-09 2.396028070E+00 1.920000000E+00 2.979842367E+02 1.900000000E+02 4.445386612E-03 1.600000000E-04 2.983249851E+01 1.920000000E+00 2.087704316E+02 1.900000000E+02 1.199941763E-01 4.500000000E+01 7.256859641E-03 8.000000000E-03 2.022355846E-01
DE 300 7.156580404E-09 1.600000000E-09 2.102494308E+00 1.920000000E+00 2.641948571E+02 1.900000000E+02 1.534326594E-05 1.600000000E-04 3.242031631E+00 1.920000000E+00 9.526230766E+01 1.900000000E+02 3.344119859E+00 4.500000000E+01 7.286492193E-03 8.000000000E-03 1.222748502E-01
DE 300 1.075387877E-07 1.600000000E-09 2.637310773E+00 1.920000000E+00 2.492434306E+02 1.900000000E+02 1.231082717E-04 1.600000000E-04 6.507903482E-01 1.920000000E+00 1.682806465E+02 1.900000000E+02 7.387449180E+01 4.500000000E+01 7.944819552E-03 8.000000000E-03 2.716739062E-01
DE 300 2.726409857E-07 1.600000000E-09 2.972199308E+00 1.920000000E+00 1.545551139E+02 1.900000000E+02 5.601258259E-04 1.600000000E-04 3.523097338E+00 1.920000000E+00 3.177604966E+02 1.900000000E+02 2.031910455E+01 4.500000000E+01 8.035727254E-03 8.000000000E-03 3.124746987E-01
DE 300 8.291319668E-12 1.600000000E-09 1.416147058E+00 1.920000000E+00 1.259516285E+02 1.900000000E+02 3.959332894E-04 1.600000000E-04 9.876301032E+00 1.920000000E+00 1.229533766E+02 1.900000000E+02 9.487402552E-01 4.500000000E+01 9.612899104E-03 8.000000000E-03 2.885935276E-01
DE 300 3.538200900E-06 1.600000000E-09 4.010704806E+00 1.920000000E+00 2.366702969E+02 1.900000000E+02 3.369428275E-04 1.600000000E-04 3.821496613E+00 1.920000000E+00 2.227573299E+02 1.900000000E+02 4.366403911E+00 4.500000000E+01 7.033317362E-03 8.000000000E-03 1.265394123E-01
DE 300 4.245194827E-09 1.600000000E-09 2.024257139E+00 1.920000000E+00 1.775329886E+02 1.900000000E+02 5.444763284E-05 1.600000000E-04 3.097946022E+00 1.920000000E+00 7.742159169E+01 1.900000000E+02 1.979608130E+01 4.500000000E+01 8.045993198E-03 8.000000000E-03 1.243810307E-01
DE 300 1.052569916E-08 1.600000000E-09 2.152626137E+00 1.920000000E+00 2.487789333E+02 1.900000000E+02 9.087187759E-04 1.600000000E-04 1.148272947E+01 1.920000000E+00 1.514923654E+02 1.900000000E+02 9.900529834E-01 4.500000000E+01 7.492617577E-03 8.000000000E-03 1.187237311E-01
DE 300 2.345990882E-07 1.600000000E-09 2.921133349E+00 1.920000000E+00 1.502626505E+02 1.900000000E+02 1.712246910E-04 1.600000000E-04 1.979274240E+00 1.920000000E+00 1.241250551E+02 1.900000000E+02 3.227412693E+01 4.500000000E+01 8.284569549E-03 8.000000000E-03 3.156238374E-01
DE 300 2.200221791E-09 1.600000000E-09 1.957185947E+00 1.920000000E+00 2.399199146E+02 1.900000000E+02 3.265530789E-05 1.600000000E-04 1.062597701E+00 1.920000000E+00 8.635496546E+01 1.900000000E+02 6.151747279E+01 4.500000000E+01 7.885620359E-03 8.000000000E-03 3.021817734E-01
DE 300 9.953515082E-09 1.600000000E-09 2.123206682E+00 1.920000000E+00 2.207639434E+02 1.900000000E+02 5.546281841E-04 1.600000000E-04 1.107122532E+01 1.920000000E+00 1.184965266E+02 1.900000000E+02 1.115696005E+00 4.500000000E+01 7.845505378E-03 8.000000000E-03 1.948684166E-01
DE 300 4.018959818E-08 1.600000000E-09 2.445761865E+00 1.920000000E+00 2.534396786E+02 1.900000000E+02 7.819143407E-04 1.600000000E-04 9.264626135E+00 1.920000000E+00 1.882765290E+02 1.900000000E+02 3.025314832E-01 4.500000000E+01 7.348697656E-03 8.000000000E-03 1.450897231E-01
DE 300 1.422562704E-09 1.600000000E-09 1.868993352E+00 1.920000000E+00 1.537165127E+02 1.900000000E+02 1.484106476E-05 1.600000000E-04 4.482614544E+00 1.920000000E+00 8.294179849E+01 1.900000000E+02 5.822857248E+00 4.500000000E+01 8.842548694E-03 8.000000000E-03 1.889285740E-01
DE 300 7.177934659E-08 1.600000000E-09 2.494489351E+00 1.920000000E+00 3.037283819E+02 1.900000000E+02 1.645547433E-03 1.600000000E-04 9.304969049E+00 1.920000000E+00 2.022137245E+02 1.900000000E+02 2.034628882E+01 4.500000000E+01 7.099520147E-03 8.000000000E-03 2.300978091E-01
DE 300 4.280518106E-11 1.600000000E-09 1.504740211E+00 1.920000000E+00 1.745334159E+02 1.900000000E+02 5.306690202E-05 1.600000000E-04 3.776633889E+00 1.920000000E+00 7.969270799E+01 1.900000000E+02 1.800093251E+01 4.500000000E+01 8.245844170E-03 8.000000000E-03 1.140194485E-01
DE 300 1.413728228E-07 1.600000000E-09 2.742262546E+00 1.920000000E+00 1.194860392E+02 1.900000000E+02 3.005487769E-09 1.600000000E-04 3.335759207E+01 1.920000000E+00 7.438017991E+01 1.900000000E+02 4.179856705E+00 4.500000000E+01 9.842381663E-03 8.000000000E-03 3.314800012E-01
DE 300 2.454400053E-09 1.600000000E-09 1.911129873E+00 1.920000000E+00 1.840054110E+02 1.900000000E+02 7.280298365E-04 1.600000000E-04 2.133324759E+01 1.920000000E+00 9.951453820E+01 1.900000000E+02 1.117692642E-01 4.500000000E+01 8.378584528E-03 8.000000000E-03 1.416925519E-01
DE 300 5.783413643E-07 1.600000000E-09 3.142799256E+00 1.920000000E+00 1.973965343E+02 1.900000000E+02 1.712031593E-04 1.600000000E-04 1.255350031E+00 1.920000000E+00 9.728811899E+01 1.900000000E+02 4.579743284E+01 4.500000000E+01 7.698479393E-03 8.000000000E-03 1.302236441E-01
DE 300 2.876125446E-08 1.600000000E-09 2.333822848E+00 1.920000000E+00 1.859401710E+02 1.900000000E+02 5.188227004E-04 1.600000000E-04 1.493980318E+01 1.920000000E+00 9.280448501E+01 1.900000000E+02 5.115365770E+00 4.500000000E+01 8.356131502E-03 8.000000000E-03 1.879465691E-01
EBLSHADE 300 1.596734070E-09 1.600000000E-09 1.919732278E+00 1.920000000E+00 1.899984965E+02 1.900000000E+02 1.599035244E-04 1.600000000E-04 1.919363420E+00 1.920000000E+00 1.899513534E+02 1.900000000E+02 4.500918837E+01 4.500000000E+01 8.000114642E-03 8.000000000E-03 1.118034352E-01
EBLSHADE 300 1.596734061E-09 1.600000000E-09 1.919732277E+00 1.920000000E+00 1.899984964E+02 1.900000000E+02 1.599035238E-04 1.600000000E-04 1.919363416E+00 1.920000000E+00 1.899513531E+02 1.900000000E+02 4.500918841E+01 4.500000000E+01 8.000114643E-03 8.000000000E-03 1.118034352E-01
EBLSHADE 300 1.596734081E-09 1.600000000E-09 1.919732279E+00 1.920000000E+00 1.899984965E+02 1.900000000E+02 1.599035247E-04 1.600000000E-04 1.919363422E+00 1.920000000E+00 1.899513536E+02 1.900000000E+02 4.500918835E+01 4.500000000E+01 8.000114642E-03 8.000000000E-03 1.118034352E-01
