T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 5.175950000E-03 3.728802000E-03 2.647571000E-03 1.859663000E-03 1.296418000E-03 8.994580000E-04 6.225440000E-04 4.307670000E-04 2.986260000E-04 2.078900000E-04 1.457310000E-04 1.032040000E-04 7.412500000E-05 5.422900000E-05 4.058300000E-05 3.116400000E-05 2.458000000E-05 1.987000000E-05 1.637900000E-05
295 4.712825000E-03 3.383880000E-03 2.397189000E-03 1.681099000E-03 1.170554000E-03 8.113720000E-04 5.610950000E-04 3.879140000E-04 2.686460000E-04 1.867870000E-04 1.307320000E-04 9.239500000E-05 6.620500000E-05 4.830900000E-05 3.606600000E-05 2.764700000E-05 2.180300000E-05 1.766400000E-05 1.463100000E-05
300 4.467392000E-03 3.193358000E-03 2.255148000E-03 1.577953000E-03 1.096890000E-03 7.592610000E-04 5.243950000E-04 3.620490000E-04 2.503330000E-04 1.736990000E-04 1.212420000E-04 8.539500000E-05 6.091900000E-05 4.421600000E-05 3.280800000E-05 2.500600000E-05 1.962400000E-05 1.585700000E-05 1.313800000E-05
305 4.361852000E-03 3.099364000E-03 2.179405000E-03 1.520211000E-03 1.054291000E-03 7.284080000E-04 5.022450000E-04 3.461690000E-04 2.388900000E-04 1.653490000E-04 1.150480000E-04 8.069200000E-05 5.724800000E-05 4.126400000E-05 3.037400000E-05 2.295100000E-05 1.785300000E-05 1.433100000E-05 1.182700000E-05
310 4.380254000E-03 3.091253000E-03 2.162819000E-03 1.503109000E-03 1.039561000E-03 7.166800000E-04 4.932390000E-04 3.393340000E-04 2.337020000E-04 1.613690000E-04 1.119330000E-04 7.817500000E-05 5.515900000E-05 3.948000000E-05 2.881200000E-05 2.155400000E-05 1.659800000E-05 1.318900000E-05 1.080300000E-05
315 4.423326000E-03 3.098417000E-03 2.155717000E-03 1.491984000E-03 1.028714000E-03 7.075700000E-04 4.860600000E-04 3.338560000E-04 2.295600000E-04 1.582230000E-04 1.095080000E-04 7.628100000E-05 5.365800000E-05 3.824300000E-05 2.776700000E-05 2.063100000E-05 1.575900000E-05 1.241300000E-05 1.007600000E-05
320 4.374909000E-03 3.043244000E-03 2.106204000E-03 1.452124000E-03 9.985000000E-04 6.854850000E-04 4.703190000E-04 3.228090000E-04 2.219050000E-04 1.529810000E-04 1.059750000E-04 7.395000000E-05 5.216900000E-05 3.734400000E-05 2.726700000E-05 2.037700000E-05 1.563100000E-05 1.231900000E-05 9.975000000E-06
325 3.737161000E-03 2.575693000E-03 2.033748000E-03 1.363335000E-03 9.231790000E-04 6.219180000E-04 4.170670000E-04 2.865770000E-04 1.921430000E-04 1.331780000E-04 9.006100000E-05 6.374900000E-05 4.589700000E-05 3.379500000E-05 2.554000000E-05 1.982000000E-05 1.575400000E-05 1.277700000E-05 1.052800000E-05
330 1.707200000E-03 1.135495000E-03 7.595200000E-04 6.779320000E-04 4.400430000E-04 2.829710000E-04 1.803600000E-04 1.255640000E-04 8.071400000E-05 5.829800000E-05 4.328600000E-05 3.331000000E-05 2.676400000E-05 2.246100000E-05 1.954100000E-05 1.734900000E-05 1.546700000E-05 1.366100000E-05 1.192500000E-05
335 2.427032000E-03 1.780313000E-03 1.280420000E-03 9.074120000E-04 6.363510000E-04 4.436650000E-04 -2.751120000E-04 -1.859710000E-04 -1.309850000E-04 -8.578200000E-05 -5.424100000E-05 -3.198900000E-05 -1.602400000E-05 -4.429000000E-06 3.942000000E-06 9.616000000E-06 1.290200000E-05 1.417200000E-05 1.399000000E-05
340 2.576655000E-03 1.888843000E-03 1.357491000E-03 9.611750000E-04 6.732620000E-04 4.680840000E-04 3.238650000E-04 2.234780000E-04 1.540820000E-04 1.063490000E-04 7.364500000E-05 5.131400000E-05 3.612800000E-05 2.585600000E-05 1.896100000E-05 -5.474000000E-06 6.081000000E-06 1.291100000E-05 1.593800000E-05
