N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 4.215580000E-03 3.892980000E-03 3.768378000E-03 3.772292000E-03 3.882434000E-03 4.001321000E-03 3.970932000E-03 3.292399000E-03 1.130003000E-03 1.883147000E-03 2.062498000E-03
1.016672606E+01 3.012929000E-03 2.771347000E-03 2.669819000E-03 2.657191000E-03 2.718320000E-03 2.784723000E-03 2.748895000E-03 2.262753000E-03 7.447460000E-04 1.369241000E-03 1.501760000E-03
1.033324570E+01 2.127070000E-03 1.951021000E-03 1.873055000E-03 1.856301000E-03 1.890473000E-03 1.927896000E-03 1.895535000E-03 1.552277000E-03 4.957990000E-04 9.782920000E-04 1.071361000E-03
1.049996187E+01 1.488391000E-03 1.362385000E-03 1.304580000E-03 1.288811000E-03 1.308110000E-03 1.329496000E-03 1.303491000E-03 1.063985000E-03 3.338760000E-04 6.900750000E-04 7.543520000E-04
1.066670514E+01 1.035367000E-03 9.461830000E-04 9.041820000E-04 8.910200000E-04 9.019880000E-04 9.144130000E-04 8.948250000E-04 7.293390000E-04 2.276920000E-04 4.824790000E-04 5.265300000E-04
1.083333839E+01 7.178570000E-04 6.551110000E-04 6.248930000E-04 6.144640000E-04 6.206660000E-04 6.279700000E-04 6.138020000E-04 5.004560000E-04 1.575240000E-04 3.354480000E-04 3.649800000E-04
1.100000000E+01 4.972360000E-04 4.531470000E-04 4.314560000E-04 4.233610000E-04 4.267580000E-04 4.310670000E-04 4.211290000E-04 3.441150000E-04 1.108410000E-04 2.325540000E-04 2.521670000E-04
1.116672606E+01 3.448630000E-04 3.137980000E-04 2.981560000E-04 2.918770000E-04 2.935780000E-04 2.960930000E-04 2.893000000E-04 2.374730000E-04 7.969800000E-05 1.611560000E-04 1.739000000E-04
1.133324570E+01 2.400710000E-04 2.180340000E-04 2.066320000E-04 2.017010000E-04 2.023380000E-04 2.037410000E-04 1.992340000E-04 1.648250000E-04 5.893000000E-05 1.119130000E-04 1.199300000E-04
1.149996187E+01 1.682050000E-04 1.524020000E-04 1.439480000E-04 1.399870000E-04 1.399680000E-04 1.406900000E-04 1.378130000E-04 1.153630000E-04 4.516700000E-05 7.810200000E-05 8.288900000E-05
1.166670514E+01 1.190190000E-04 1.075090000E-04 1.010880000E-04 9.782400000E-05 9.738600000E-05 9.767500000E-05 9.597400000E-05 8.178100000E-05 3.613000000E-05 -5.821900000E-05 5.757200000E-05
1.183333839E+01 8.582300000E-05 7.683400000E-05 7.183100000E-05 6.906900000E-05 6.836200000E-05 6.837700000E-05 6.749100000E-05 5.899300000E-05 3.028800000E-05 -3.200700000E-05 4.034300000E-05
1.200000000E+01 6.279700000E-05 5.589000000E-05 5.188100000E-05 4.947600000E-05 4.859500000E-05 4.843700000E-05 4.813100000E-05 4.351700000E-05 2.651100000E-05 -1.305400000E-05 2.868600000E-05
1.216672606E+01 4.685800000E-05 4.157800000E-05 3.827400000E-05 3.613300000E-05 3.515300000E-05 3.487600000E-05 3.494600000E-05 3.296200000E-05 2.394600000E-05 5.820000000E-07 2.086500000E-05
1.233324570E+01 3.600000000E-05 3.212400000E-05 2.899500000E-05 2.705900000E-05 2.602300000E-05 2.566200000E-05 2.594100000E-05 2.561800000E-05 2.191500000E-05 9.971000000E-06 1.567800000E-05
1.249996187E+01 2.839300000E-05 2.528300000E-05 2.262700000E-05 2.086600000E-05 1.981300000E-05 1.937000000E-05 1.971600000E-05 2.035300000E-05 1.992900000E-05 1.563200000E-05 5.022000000E-06
1.266670514E+01 2.299800000E-05 2.045000000E-05 1.820700000E-05 1.661300000E-05 1.556600000E-05 1.506200000E-05 1.538400000E-05 1.644700000E-05 1.783400000E-05 1.816700000E-05 1.542100000E-05
1.283333839E+01 1.899000000E-05 1.687700000E-05 1.509800000E-05 1.363200000E-05 1.262200000E-05 1.207500000E-05 1.231700000E-05 1.348100000E-05 1.566500000E-05 1.839900000E-05 2.038300000E-05
1.300000000E+01 1.592600000E-05 1.421900000E-05 1.272300000E-05 1.146700000E-05 1.052500000E-05 9.965000000E-06 1.010400000E-05 1.120500000E-05 1.358000000E-05 1.730100000E-05 2.162000000E-05
