name time T kT_1 I
00 9:01:42 286.4 40.48 5.255E-006
00 9:20:14 289.5 40.05 6.299E-006
00 9:43:00 292.4 39.65 6.118E-006
00 10:00:50 293.7 39.48 6.376E-006
00 10:26:36 298.3 38.87 7.215E-006
001 10:48:28 302.4 38.34 8.131E-006
001 11:04:56 304.6 38.06 8.543E-006
001 11:23:16 307 37.77 9.332E-006
001 11:44:10 310.1 37.39 1.001E-005
001 12:09:28 314.2 36.9 1.096E-005
002 12:18:56 315.1 36.8 1.203E-005
002 12:40:46 318.4 36.41 1.261E-005
002 13:01:50 321.7 36.04 1.292E-005
002 13:19:06 324.1 35.77 1.602E-005
002 13:38:00 327.5 35.4 1.805E-005
003 13:58:28 331.8 34.94 2.104E-005
003 14:11:50 332.2 34.9 2.198E-005
