name time T kT_1 I
00 9:01:42 286.4 40.48 1.597E-003
00 9:20:14 289.5 40.05 1.723E-003
00 9:43:00 292.4 39.65 1.894E-003
00 10:00:50 293.7 39.48 1.958E-003
00 10:26:36 298.3 38.87 2.182E-003
001 10:48:28 302.4 38.34 2.351E-003
001 11:04:56 304.6 38.06 2.321E-003
001 11:23:16 307 37.77 2.366E-003
001 11:44:10 310.1 37.39 2.476E-003
001 12:09:28 314.2 36.9 2.629E-003
002 12:18:56 315.1 36.8 2.233E-003
002 12:40:46 318.4 36.41 2.352E-003
002 13:01:50 321.7 36.04 2.519E-003
002 13:19:06 324.1 35.77 2.633E-003
002 13:38:00 327.5 35.4 2.824E-003
003 13:58:28 331.8 34.94 3.040E-003
003 14:11:50 332.2 34.9 3.098E-003
