name time T kT_1 I
00 9:01:42 286.4 40.48 6.906E-004
00 9:20:14 289.5 40.05 7.332E-004
00 9:43:00 292.4 39.65 8.145E-004
00 10:00:50 293.7 39.48 8.357E-004
00 10:26:36 298.3 38.87 9.393E-004
001 10:48:28 302.4 38.34 1.030E-003
001 11:04:56 304.6 38.06 1.031E-003
001 11:23:16 307 37.77 1.065E-003
001 11:44:10 310.1 37.39 1.127E-003
001 12:09:28 314.2 36.9 1.216E-003
002 12:18:56 315.1 36.8 1.012E-003
002 12:40:46 318.4 36.41 1.110E-003
002 13:01:50 321.7 36.04 1.205E-003
002 13:19:06 324.1 35.77 1.247E-003
002 13:38:00 327.5 35.4 1.289E-003
003 13:58:28 331.8 34.94 1.493E-003
003 14:11:50 332.2 34.9 1.503E-003
