fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 7:12 289.5 40.05 1.000E+000 4.939E+000 5.439E-012 2.322E+004 2.986E+000 5.657E-006 1.691E-004 2.510E-001 1.690E-004 1.907E-005 4.495E-001 1.628E-001 1.170E-004 1.186E-002 
00L2 7:39 291.9 39.72 1.000E+000 5.169E+000 8.393E-012 2.158E+004 2.958E+000 6.120E-006 1.703E-004 2.453E-001 1.702E-004 1.857E-005 4.450E-001 1.585E-001 1.171E-004 1.246E-002 
00L3 7:58 294.3 39.4 1.000E+000 5.285E+000 1.267E-011 1.999E+004 2.943E+000 6.844E-006 1.712E-004 2.382E-001 1.711E-004 1.788E-005 4.387E-001 1.530E-001 1.168E-004 7.389E-003 
00L4 8:19 296.9 39.05 1.000E+000 5.322E+000 2.015E-011 1.833E+004 2.923E+000 7.617E-006 1.715E-004 2.308E-001 1.713E-004 1.709E-005 4.323E-001 1.473E-001 1.160E-004 3.619E-002 
00L5 8:36 299.7 38.69 1.000E+000 5.366E+000 3.214E-011 1.661E+004 2.905E+000 8.597E-006 1.719E-004 2.227E-001 1.717E-004 1.625E-005 4.250E-001 1.413E-001 1.150E-004 6.200E-003 
00L6 8:58 302.4 38.34 1.000E+000 5.341E+000 5.044E-011 1.503E+004 2.891E+000 9.715E-006 1.736E-004 2.153E-001 1.734E-004 1.560E-005 4.180E-001 1.357E-001 1.149E-004 1.902E-002 
00L7 9:15 304.8 38.04 1.000E+000 5.378E+000 7.479E-011 1.369E+004 2.881E+000 1.085E-005 1.740E-004 2.082E-001 1.738E-004 1.488E-005 4.112E-001 1.303E-001 1.141E-004 4.020E-003 
00L8 9:39 306.9 37.78 1.000E+000 5.330E+000 1.028E-010 1.258E+004 2.866E+000 1.182E-005 1.726E-004 2.015E-001 1.724E-004 1.407E-005 4.051E-001 1.254E-001 1.121E-004 1.552E-002 
00L9 9:56 310.4 37.35 1.000E+000 5.506E+000 1.852E-010 1.084E+004 2.857E+000 1.393E-005 1.746E-004 1.917E-001 1.743E-004 1.321E-005 3.952E-001 1.181E-001 1.117E-004 5.385E-003 
0L10 10:17 312.9 37.05 1.000E+000 5.835E+000 2.701E-010 9.687E+003 2.849E+000 1.560E-005 1.748E-004 1.841E-001 1.745E-004 1.246E-005 3.877E-001 1.125E-001 1.107E-004 2.154E-003 
0L11 10:33 315.3 36.77 1.000E+000 5.519E+000 3.920E-010 8.661E+003 2.840E+000 1.737E-005 1.758E-004 1.773E-001 1.755E-004 1.185E-005 3.810E-001 1.076E-001 1.101E-004 1.088E-003 
0L12 11:3 317.6 36.51 1.000E+000 5.523E+000 5.391E-010 7.752E+003 2.817E+000 1.873E-005 1.759E-004 1.712E-001 1.756E-004 1.128E-005 3.753E-001 1.033E-001 1.091E-004 1.834E-003 
0L13 11:20 320.2 36.21 1.000E+000 5.749E+000 8.177E-010 6.814E+003 2.816E+000 2.131E-005 1.754E-004 1.627E-001 1.750E-004 1.044E-005 3.667E-001 9.720E-002 1.073E-004 1.648E-003 
0L14 11:45 322.6 35.94 1.000E+000 5.752E+000 1.122E-009 6.037E+003 2.808E+000 2.366E-005 1.772E-004 1.562E-001 1.768E-004 9.947E-006 3.602E-001 9.270E-002 1.072E-004 6.170E-004 
0L15 12:4 325.1 35.66 1.000E+000 5.929E+000 1.588E-009 5.321E+003 2.796E+000 2.624E-005 1.766E-004 1.486E-001 1.761E-004 9.232E-006 3.529E-001 8.740E-002 1.055E-004 9.853E-004 
0L16 12:26 328.1 35.34 1.000E+000 6.268E+000 2.425E-009 4.591E+003 2.785E+000 2.971E-005 1.767E-004 1.400E-001 1.760E-004 8.489E-006 3.446E-001 8.150E-002 1.040E-004 4.652E-003 
0L17 12:42 330.8 35.05 1.000E+000 6.684E+000 3.544E-009 4.061E+003 2.776E+000 3.302E-005 1.787E-004 1.336E-001 1.779E-004 8.045E-006 3.384E-001 7.720E-002 1.041E-004 8.039E-004 
