N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.192072139E+00 1.192931698E+00 1.193561947E+00 1.194025990E+00 1.194376866E+00 1.194658609E+00 1.194940987E+00 1.195229855E+00 1.195519411E+00 1.195897379E+00 1.196382752E+00 1.197042663E+00 1.197941534E+00 1.199162044E+00 1.200804906E+00 1.202922997E+00 1.205591229E+00 1.208811650E+00 1.212558774E+00
1.600000000E+01 1.207797232E+00 1.209940136E+00 1.211607663E+00 1.212912333E+00 1.213963072E+00 1.214864718E+00 1.215718259E+00 1.216639987E+00 1.217707639E+00 1.219023348E+00 1.220675310E+00 1.222769156E+00 1.225360357E+00 1.228507685E+00 1.232174873E+00 1.236337410E+00 1.240924791E+00 1.245891294E+00 1.251169448E+00
1.700000000E+01 1.216009081E+00 1.221633195E+00 1.226180429E+00 1.230037356E+00 1.233513547E+00 1.236843547E+00 1.240189977E+00 1.243652453E+00 1.247284325E+00 1.251112903E+00 1.255157064E+00 1.259443040E+00 1.263984320E+00 1.268806124E+00 1.273928674E+00 1.279356457E+00 1.285113129E+00 1.291161986E+00 1.297471144E+00
1.549996187E+01 1.198212446E+00 1.199696712E+00 1.200837980E+00 1.201702868E+00 1.202371913E+00 1.202914673E+00 1.203391697E+00 1.203864625E+00 1.204386730E+00 1.205042431E+00 1.205898566E+00 1.207040770E+00 1.208586159E+00 1.210566606E+00 1.213101944E+00 1.216244513E+00 1.219968767E+00 1.224221691E+00 1.228921264E+00
1.649996187E+01 1.205409773E+00 1.208567034E+00 1.211060939E+00 1.213096379E+00 1.214856517E+00 1.216509419E+00 1.218208618E+00 1.220089446E+00 1.222262574E+00 1.224807073E+00 1.227766287E+00 1.231149382E+00 1.234939725E+00 1.239108499E+00 1.243628671E+00 1.248482166E+00 1.253657481E+00 1.259142207E+00 1.264916923E+00
1.674996808E+01 1.208017177E+00 1.212135114E+00 1.215427945E+00 1.218182454E+00 1.220643097E+00 1.223017312E+00 1.225473386E+00 1.228135569E+00 1.231082115E+00 1.234358366E+00 1.237950113E+00 1.241865558E+00 1.246090919E+00 1.250624213E+00 1.255472175E+00 1.260627690E+00 1.266113949E+00 1.271897812E+00 1.277985727E+00
1.624993176E+01 1.207307648E+00 1.209855416E+00 1.211849656E+00 1.213439496E+00 1.214763436E+00 1.215953118E+00 1.217134697E+00 1.218429251E+00 1.219951354E+00 1.221804250E+00 1.224071672E+00 1.226808539E+00 1.230034634E+00 1.233735372E+00 1.237871899E+00 1.242397624E+00 1.247272558E+00 1.252467400E+00 1.257957917E+00
1.574996808E+01 1.203513884E+00 1.205308029E+00 1.206689809E+00 1.207774111E+00 1.208621594E+00 1.209332216E+00 1.209975168E+00 1.210637905E+00 1.211379998E+00 1.212299550E+00 1.213495170E+00 1.215049762E+00 1.217080402E+00 1.219625473E+00 1.222751586E+00 1.226440535E+00 1.230661253E+00 1.235325249E+00 1.240373029E+00
1.524993176E+01 1.195554183E+00 1.196696358E+00 1.197546759E+00 1.198179414E+00 1.198660006E+00 1.199045128E+00 1.199384175E+00 1.199722707E+00 1.200106576E+00 1.200586258E+00 1.201220786E+00 1.202080634E+00 1.203247940E+00 1.204812269E+00 1.206860995E+00 1.209451701E+00 1.212624183E+00 1.216355358E+00 1.220586882E+00
