T(K) Nd(cm-3) Mu(cm2/Vs)
404 1.24266E+18 1.17174E+2
486 1.12869E+15 1.79307E+2
464 7.94159E+13 1.95984E+2
379 1.13265E+17 2.29767E+2
296 1.18587E+13 4.74595E+2
299 1.16426E+18 1.54678E+2
374 1.93159E+13 2.96654E+2
314 2.10222E+16 3.83906E+2
458 1.03241E+15 2.00221E+2
309 2.15525E+17 2.63549E+2
407 6.15965E+18 7.69851E+1
403 1.73717E+18 1.06405E+2
224 2.30312E+17 3.74632E+2
398 1.47740E+15 2.60730E+2
454 6.52179E+16 1.83284E+2
464 2.34745E+14 1.96139E+2
220 1.44096E+14 8.77386E+2
241 2.54733E+17 3.31693E+2
480 2.82025E+16 1.75106E+2
230 1.54874E+18 1.79277E+2
342 8.76858E+13 3.53862E+2
381 1.40171E+15 2.84162E+2
460 2.09563E+13 1.99028E+2
213 1.88136E+13 9.42492E+2
307 3.47723E+16 3.81932E+2
326 2.48245E+16 3.54694E+2
491 2.03310E+18 8.68549E+1
480 2.33561E+17 1.44299E+2
367 5.31881E+18 8.56215E+1
264 3.61904E+13 6.00201E+2
460 1.39927E+13 1.99077E+2
359 2.11518E+16 2.99245E+2
395 5.62663E+18 8.02138E+1
398 6.74092E+18 7.67568E+1
499 7.88219E+18 6.36434E+1
251 8.40530E+13 6.63232E+2
338 5.74895E+13 3.62715E+2
298 2.71123E+17 2.56646E+2
387 1.98238E+13 2.77078E+2
470 3.65024E+17 1.36930E+2
243 1.18994E+14 7.09827E+2
370 5.83095E+18 8.34315E+1
344 9.58632E+14 3.47808E+2
399 6.58307E+13 2.62021E+2
446 2.27267E+14 2.10877E+2
350 2.45493E+13 3.38507E+2
473 3.79457E+16 1.77307E+2
361 7.89822E+17 1.48885E+2
433 4.29593E+17 1.46196E+2
209 8.28654E+15 8.92562E+2
382 4.85842E+18 8.47713E+1
217 8.82193E+16 5.46252E+2
268 1.65051E+16 5.27361E+2
485 5.82995E+13 1.80906E+2
477 5.19675E+14 1.85878E+2
375 1.74245E+17 2.15073E+2
393 3.09041E+13 2.69913E+2
222 6.00276E+13 8.57436E+2
413 4.13923E+16 2.23521E+2
422 1.82829E+15 2.33214E+2
393 3.60963E+14 2.69289E+2
345 5.47391E+18 8.91221E+1
422 2.99037E+13 2.34920E+2
471 4.23104E+18 7.52167E+1
332 6.16231E+15 3.64662E+2
434 5.51695E+17 1.37164E+2
410 9.68482E+18 7.01640E+1
431 8.11903E+14 2.24765E+2
458 1.69579E+17 1.62176E+2
333 2.83784E+14 3.73769E+2
420 6.27905E+15 2.32760E+2
495 2.16108E+14 1.73614E+2
474 7.52924E+15 1.85434E+2
269 1.71293E+15 5.71055E+2
359 5.49031E+18 8.64478E+1
445 2.18837E+16 2.02633E+2
479 7.08470E+15 1.81916E+2
391 1.40147E+13 2.71454E+2
206 8.23969E+16 5.98196E+2
472 1.04751E+14 1.89981E+2
282 2.64073E+13 5.23264E+2
334 6.82489E+15 3.60648E+2
379 4.79122E+16 2.55799E+2
227 2.76452E+18 1.51614E+2
378 8.43248E+16 2.40840E+2
287 1.87381E+15 4.98824E+2
472 3.04349E+17 1.41293E+2
278 6.84358E+18 1.00571E+2
397 3.51981E+17 1.70139E+2
299 2.52164E+13 4.65523E+2
263 3.92707E+16 4.92410E+2
290 4.59487E+16 4.07463E+2
420 9.45346E+18 6.93778E+1
488 4.23503E+13 1.78921E+2
291 4.99795E+18 1.03807E+2
227 3.59309E+13 8.22454E+2
364 8.89540E+17 1.42203E+2
377 1.58385E+14 2.91952E+2
202 2.36221E+14 1.04726E+3
369 1.36742E+13 3.04428E+2
438 4.54170E+13 2.18249E+2
347 2.95947E+15 3.38709E+2
257 2.69533E+17 3.02582E+2
450 5.06035E+18 7.46907E+1
265 1.06872E+16 5.52881E+2
408 1.04883E+17 2.07512E+2
322 1.39146E+17 2.80579E+2
311 6.41023E+14 4.26942E+2
272 7.80728E+16 4.07977E+2
485 4.56912E+16 1.67704E+2
210 2.19882E+13 9.68380E+2
277 4.76359E+16 4.36453E+2
252 1.02561E+14 6.59460E+2
436 2.04860E+17 1.69110E+2
210 2.43904E+14 9.67446E+2
350 3.59004E+13 3.38585E+2
492 9.81221E+15 1.72010E+2
369 5.80153E+17 1.60526E+2
268 1.03947E+16 5.43086E+2
318 7.43521E+15 3.94210E+2
374 1.18051E+16 2.85089E+2
395 1.98645E+17 1.95155E+2
250 1.17404E+15 6.66445E+2
491 2.09430E+14 1.76439E+2
436 6.01210E+18 7.36701E+1
392 1.56665E+16 2.58446E+2
362 1.20970E+16 3.03364E+2
345 6.33671E+18 8.63681E+1
412 2.91636E+17 1.69826E+2
387 1.29113E+18 1.20076E+2
250 5.79972E+18 1.14172E+2
492 1.70099E+15 1.75102E+2
435 5.21139E+18 7.59745E+1
360 2.15550E+16 2.97745E+2
362 2.17730E+16 2.94562E+2
470 1.71911E+14 1.91729E+2
310 4.39729E+17 2.09436E+2
365 8.12515E+17 1.45987E+2
478 5.93401E+16 1.69196E+2
443 5.25582E+17 1.35630E+2
452 1.07621E+14 2.06011E+2
369 4.47189E+15 2.99394E+2
214 7.50894E+14 9.23345E+2
231 2.04321E+17 3.79353E+2
303 2.43870E+15 4.45759E+2
412 1.02013E+16 2.38201E+2
289 1.82765E+17 3.01096E+2
448 4.60210E+18 7.64633E+1
205 6.90053E+14 1.00864E+3
486 6.82056E+14 1.79640E+2
365 1.61670E+18 1.17765E+2
370 4.60938E+13 3.03215E+2
452 8.47221E+15 2.01578E+2
426 1.00171E+17 1.94310E+2
356 2.36508E+16 3.02063E+2
309 3.09240E+14 4.34611E+2
204 1.84755E+14 1.02319E+3
433 8.19126E+15 2.18926E+2
400 2.48292E+18 9.68329E+1
416 3.58995E+17 1.60010E+2
474 1.18332E+14 1.88297E+2
398 7.65012E+16 2.24335E+2
407 2.29845E+17 1.81681E+2
401 2.09341E+17 1.89178E+2
381 3.82302E+13 2.86245E+2
465 2.43050E+14 1.95488E+2
370 1.45343E+18 1.20289E+2
465 9.82863E+15 1.90887E+2
473 2.14312E+13 1.89553E+2
393 1.52872E+13 2.68960E+2
250 5.12047E+13 6.73528E+2
460 1.21164E+17 1.68449E+2
219 2.07658E+17 4.01285E+2
454 2.18405E+15 2.02906E+2
323 1.08057E+14 3.96845E+2
262 7.19029E+14 6.06654E+2
469 1.08788E+15 1.91478E+2
235 1.21312E+15 7.54040E+2
205 1.81779E+14 1.01259E+3
461 4.38675E+15 1.95832E+2
385 2.46110E+16 2.61442E+2
470 3.79543E+13 1.91708E+2
437 2.82751E+15 2.17730E+2
381 1.06362E+13 2.86719E+2
235 2.98969E+13 7.63001E+2
384 3.49037E+17 1.77532E+2
341 2.17084E+14 3.55427E+2
300 8.35594E+18 9.08619E+1
463 1.72636E+13 1.97037E+2
459 5.65838E+15 1.97085E+2
250 8.00247E+15 6.30619E+2
408 3.19591E+18 8.93897E+1
322 1.02393E+15 3.95987E+2
419 2.66693E+17 1.69522E+2
300 7.45554E+14 4.59271E+2
372 1.07973E+17 2.38264E+2
282 8.46066E+16 3.81033E+2
229 2.97411E+14 8.01119E+2
293 1.11330E+18 1.59976E+2
422 3.46899E+16 2.17487E+2
