T(K) Nd(cm-3) Mu(cm2/Vs)
200 1.00000E+13 1.07347E+3
200 1.32571E+13 1.07341E+3
200 1.75751E+13 1.07333E+3
200 2.32995E+13 1.07322E+3
200 3.08884E+13 1.07308E+3
200 4.09492E+13 1.07291E+3
200 5.42868E+13 1.07267E+3
200 7.19686E+13 1.07237E+3
200 9.54095E+13 1.07198E+3
200 1.26486E+14 1.07147E+3
200 1.67683E+14 1.07081E+3
200 2.22300E+14 1.06995E+3
200 2.94705E+14 1.06883E+3
200 3.90694E+14 1.06738E+3
200 5.17947E+14 1.06551E+3
200 6.86649E+14 1.06308E+3
200 9.10298E+14 1.05993E+3
200 1.20679E+15 1.05588E+3
200 1.59986E+15 1.05066E+3
200 2.12095E+15 1.04397E+3
200 2.81177E+15 1.03541E+3
200 3.72759E+15 1.02455E+3
200 4.94171E+15 1.01083E+3
200 6.55129E+15 9.93666E+2
200 8.68511E+15 9.72410E+2
200 1.15140E+16 9.46438E+2
200 1.52642E+16 9.15196E+2
200 2.02359E+16 8.78345E+2
200 2.68270E+16 8.35821E+2
200 3.55648E+16 7.87986E+2
200 4.71487E+16 7.35753E+2
200 6.25055E+16 6.80294E+2
200 8.28643E+16 6.23174E+2
200 1.09854E+17 5.66255E+2
200 1.45635E+17 5.11044E+2
200 1.93070E+17 4.59099E+2
200 2.55955E+17 4.10922E+2
200 3.39322E+17 3.67569E+2
200 4.49843E+17 3.28809E+2
200 5.96362E+17 2.94553E+2
200 7.90604E+17 2.64765E+2
200 1.04811E+18 2.38868E+2
200 1.38950E+18 2.16390E+2
200 1.84207E+18 1.96874E+2
200 2.44205E+18 1.80152E+2
200 3.23746E+18 1.65691E+2
200 4.29193E+18 1.53259E+2
200 5.68987E+18 1.42442E+2
200 7.54312E+18 1.33069E+2
200 1.00000E+19 1.25005E+2
206 1.00000E+13 1.00822E+3
206 1.32571E+13 1.00816E+3
206 1.75751E+13 1.00809E+3
206 2.32995E+13 1.00800E+3
206 3.08884E+13 1.00787E+3
206 4.09492E+13 1.00771E+3
206 5.42868E+13 1.00750E+3
206 7.19686E+13 1.00723E+3
206 9.54095E+13 1.00688E+3
206 1.26486E+14 1.00642E+3
206 1.67683E+14 1.00583E+3
206 2.22300E+14 1.00506E+3
206 2.94705E+14 1.00406E+3
206 3.90694E+14 1.00277E+3
206 5.17947E+14 1.00109E+3
206 6.86649E+14 9.98926E+2
206 9.10298E+14 9.96127E+2
206 1.20679E+15 9.92517E+2
206 1.59986E+15 9.87874E+2
206 2.12095E+15 9.81919E+2
206 2.81177E+15 9.74312E+2
206 3.72759E+15 9.64641E+2
206 4.94171E+15 9.52426E+2
206 6.55129E+15 9.37119E+2
206 8.68511E+15 9.18132E+2
206 1.15140E+16 8.94864E+2
206 1.52642E+16 8.66786E+2
206 2.02359E+16 8.33505E+2
206 2.68270E+16 7.94886E+2
206 3.55648E+16 7.51199E+2
206 4.71487E+16 7.03097E+2
206 6.25055E+16 6.51615E+2
206 8.28643E+16 5.98374E+2
206 1.09854E+17 5.44710E+2
206 1.45635E+17 4.92431E+2
206 1.93070E+17 4.42767E+2
206 2.55955E+17 3.96919E+2
206 3.39322E+17 3.55060E+2
206 4.49843E+17 3.17661E+2
206 5.96362E+17 2.84654E+2
206 7.90604E+17 2.55829E+2
206 1.04811E+18 2.30795E+2
206 1.38950E+18 2.09233E+2
206 1.84207E+18 1.90449E+2
206 2.44205E+18 1.74383E+2
206 3.23746E+18 1.60420E+2
206 4.29193E+18 1.48441E+2
206 5.68987E+18 1.38137E+2
206 7.54312E+18 1.29143E+2
206 1.00000E+19 1.21379E+2
212 1.00000E+13 9.48778E+2
212 1.32571E+13 9.48727E+2
212 1.75751E+13 9.48661E+2
212 2.32995E+13 9.48575E+2
212 3.08884E+13 9.48463E+2
212 4.09492E+13 9.48318E+2
212 5.42868E+13 9.48129E+2
212 7.19686E+13 9.47885E+2
212 9.54095E+13 9.47568E+2
212 1.26486E+14 9.47157E+2
212 1.67683E+14 9.46624E+2
212 2.22300E+14 9.45932E+2
212 2.94705E+14 9.45037E+2
212 3.90694E+14 9.43878E+2
212 5.17947E+14 9.42378E+2
212 6.86649E+14 9.40439E+2
212 9.10298E+14 9.37936E+2
212 1.20679E+15 9.34711E+2
212 1.59986E+15 9.30565E+2
212 2.12095E+15 9.25249E+2
212 2.81177E+15 9.18458E+2
212 3.72759E+15 9.09823E+2
212 4.94171E+15 8.98911E+2
212 6.55129E+15 8.85220E+2
212 8.68511E+15 8.68209E+2
212 1.15140E+16 8.47313E+2
212 1.52642E+16 8.22015E+2
212 2.02359E+16 7.91919E+2
212 2.68270E+16 7.56830E+2
212 3.55648E+16 7.16875E+2
212 4.71487E+16 6.72573E+2
212 6.25055E+16 6.24935E+2
212 8.28643E+16 5.75068E+2
212 1.09854E+17 5.24712E+2
212 1.45635E+17 4.75097E+2
212 1.93070E+17 4.27807E+2
212 2.55955E+17 3.83752E+2
212 3.39322E+17 3.43578E+2
212 4.49843E+17 3.07516E+2
212 5.96362E+17 2.75657E+2
212 7.90604E+17 2.47836E+2
212 1.04811E+18 2.23586E+2
212 1.38950E+18 2.02609E+2
212 1.84207E+18 1.84586E+2
212 2.44205E+18 1.69002E+2
212 3.23746E+18 1.55590E+2
212 4.29193E+18 1.44106E+2
212 5.68987E+18 1.34083E+2
212 7.54312E+18 1.25529E+2
212 1.00000E+19 1.18053E+2
218 1.00000E+13 8.94483E+2
218 1.32571E+13 8.94436E+2
218 1.75751E+13 8.94376E+2
218 2.32995E+13 8.94297E+2
218 3.08884E+13 8.94196E+2
218 4.09492E+13 8.94064E+2
218 5.42868E+13 8.93894E+2
218 7.19686E+13 8.93673E+2
218 9.54095E+13 8.93386E+2
218 1.26486E+14 8.93015E+2
218 1.67683E+14 8.92534E+2
218 2.22300E+14 8.91911E+2
218 2.94705E+14 8.91105E+2
218 3.90694E+14 8.90063E+2
218 5.17947E+14 8.88715E+2
218 6.86649E+14 8.86974E+2
218 9.10298E+14 8.84729E+2
218 1.20679E+15 8.81837E+2
218 1.59986E+15 8.78122E+2
218 2.12095E+15 8.73360E+2
218 2.81177E+15 8.67278E+2
218 3.72759E+15 8.59544E+2
218 4.94171E+15 8.49763E+2
218 6.55129E+15 8.37484E+2
218 8.68511E+15 8.22201E+2
218 1.15140E+16 8.03395E+2
218 1.52642E+16 7.80557E+2
218 2.02359E+16 7.53286E+2
