N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 2.524903200E-02 2.475832800E-02 2.380634100E-02 2.289988800E-02
1.016672606E+01 2.534068500E-02 2.485953500E-02 2.391867600E-02 2.303081300E-02
1.033324570E+01 2.543658100E-02 2.496798500E-02 2.404650900E-02 2.318806300E-02
1.049996187E+01 2.554200700E-02 2.509403800E-02 2.420445100E-02 2.339040000E-02
1.066670514E+01 2.583424900E-02 2.524802400E-02 2.440716500E-02 2.365627500E-02
1.083333839E+01 2.590149300E-02 2.544239100E-02 2.467078800E-02 2.400404300E-02
1.100000000E+01 2.609176700E-02 2.569155600E-02 2.501101300E-02 2.444775300E-02
1.116672606E+01 2.626474900E-02 2.600906500E-02 2.543813900E-02 2.498946000E-02
1.133324570E+01 2.652443600E-02 2.640244900E-02 2.594895900E-02 2.560957100E-02
1.149996187E+01 2.687676100E-02 2.686563500E-02 2.651852100E-02 2.628919300E-02
1.166670514E+01 2.727402900E-02 2.737242900E-02 2.709813300E-02 2.690571600E-02
1.183333839E+01 2.770695100E-02 2.787680500E-02 2.762735300E-02 2.742596500E-02
1.200000000E+01 2.814250900E-02 2.832671800E-02 2.805948400E-02 2.782286900E-02
1.216672606E+01 2.852301200E-02 2.868750300E-02 2.838404500E-02 2.811298400E-02
1.233324570E+01 2.882734800E-02 2.895840100E-02 2.862636800E-02 2.833761400E-02
1.249996187E+01 2.905806200E-02 2.916683800E-02 2.882507500E-02 2.853468800E-02
1.266670514E+01 2.924042500E-02 2.934606100E-02 2.900867600E-02 2.872391900E-02
1.283333839E+01 2.940211400E-02 2.951630100E-02 2.918756100E-02 2.890868700E-02
1.300000000E+01 2.955721300E-02 2.968101800E-02 2.935922300E-02 2.908432700E-02
