N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -2.806200000E-05 -2.738700000E-05 -2.573600000E-05 -2.321000000E-05
1.600000000E+01 2.688410000E-04 2.544130000E-04 2.449310000E-04 2.377080000E-04
1.700000000E+01 8.001380000E-04 7.912660000E-04 7.879960000E-04 7.905960000E-04
1.549996187E+01 1.294090000E-04 1.206390000E-04 1.148970000E-04 1.113000000E-04
1.649996187E+01 4.738500000E-04 4.582560000E-04 4.481560000E-04 4.419410000E-04
1.674996808E+01 6.242600000E-04 6.026680000E-04 5.941960000E-04 5.894330000E-04
1.624993176E+01 3.603220000E-04 3.441730000E-04 3.339480000E-04 3.271780000E-04
1.574996808E+01 1.939880000E-04 1.818050000E-04 1.735130000E-04 1.677450000E-04
1.524993176E+01 6.374900000E-05 5.899300000E-05 5.659900000E-05 5.559800000E-05
