T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.223981225E+00 1.239524186E+00 1.253460880E+00 1.268256873E+00 1.284355334E+00 1.302099763E+00 1.322354798E+00 1.344904262E+00 1.369371792E+00
295 1.220461600E+00 1.237266910E+00 1.251925682E+00 1.266530397E+00 1.282429010E+00 1.299747776E+00 1.319891888E+00 1.342511396E+00 1.367046926E+00
300 1.214787132E+00 1.235423575E+00 1.250963516E+00 1.265716684E+00 1.281311950E+00 1.298324358E+00 1.318258218E+00 1.340714337E+00 1.365062894E+00
305 1.204092133E+00 1.232586724E+00 1.250363151E+00 1.265578680E+00 1.281095903E+00 1.297911098E+00 1.317526219E+00 1.339564731E+00 1.363671932E+00
310 1.183485225E+00 1.226990705E+00 1.249383867E+00 1.265907743E+00 1.281791167E+00 1.298295116E+00 1.316582950E+00 1.339131131E+00 1.363038228E+00
315 1.145275551E+00 1.215687812E+00 1.247004238E+00 1.266214349E+00 1.282765562E+00 1.299458232E+00 1.317388421E+00 1.339587253E+00 1.363182099E+00
320 1.080823000E+00 1.192321748E+00 1.241541818E+00 1.265973843E+00 1.283958161E+00 1.301139676E+00 1.318973800E+00 1.340917472E+00 1.364185364E+00
325 1.026667637E+00 1.152348836E+00 1.229987299E+00 1.263905757E+00 1.285070010E+00 1.303102896E+00 1.321096020E+00 1.342956376E+00 1.365860808E+00
330 1.027331754E+00 1.086294334E+00 1.207545362E+00 1.258670132E+00 1.285379843E+00 1.305200144E+00 1.323723940E+00 1.345536462E+00 1.368227115E+00
335 1.030215409E+00 1.022493601E+00 1.166932541E+00 1.247278842E+00 1.283945785E+00 1.307004243E+00 1.326589385E+00 1.348756909E+00 1.371461056E+00
340 1.035582973E+00 1.022957882E+00 1.101939100E+00 1.225392949E+00 1.279069280E+00 1.307801963E+00 1.329339983E+00 1.352244483E+00 1.375178801E+00
