N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.210048437E+00 1.205522550E+00 1.195767692E+00 1.175136053E+00 1.134347327E+00 1.061308478E+00 1.018762374E+00 1.020030439E+00 1.023740714E+00 1.030748699E+00 1.042144755E+00
1.600000000E+01 1.264102894E+00 1.263783819E+00 1.264306032E+00 1.265591002E+00 1.267514304E+00 1.269282209E+00 1.270632095E+00 1.270990914E+00 1.269176135E+00 1.263492653E+00 1.251051440E+00
1.700000000E+01 1.342074951E+00 1.340141441E+00 1.339001270E+00 1.338817421E+00 1.339659288E+00 1.341428268E+00 1.344069378E+00 1.347287257E+00 1.350965180E+00 1.355192871E+00 1.359479274E+00
1.549996187E+01 1.237264190E+00 1.237181028E+00 1.237286854E+00 1.237045656E+00 1.235202887E+00 1.229838486E+00 1.217690318E+00 1.193249711E+00 1.148414095E+00 1.073781601E+00 1.013116390E+00
1.649996187E+01 1.298109471E+00 1.296864418E+00 1.296704675E+00 1.297586707E+00 1.298263312E+00 1.300590143E+00 1.303454984E+00 1.306497256E+00 1.309586915E+00 1.312332071E+00 1.314236975E+00
1.674996808E+01 1.318995550E+00 1.317439743E+00 1.316839708E+00 1.317161653E+00 1.318348016E+00 1.320445287E+00 1.323299087E+00 1.326638909E+00 1.330168073E+00 1.333911500E+00 1.337393414E+00
1.624993176E+01 1.279773193E+00 1.278893885E+00 1.279093715E+00 1.280318624E+00 1.282211952E+00 1.284630301E+00 1.287181041E+00 1.289499140E+00 1.291256787E+00 1.291779595E+00 1.289969648E+00
1.574996808E+01 1.250090679E+00 1.249987541E+00 1.250656415E+00 1.251696424E+00 1.252662947E+00 1.252770234E+00 1.250987880E+00 1.245195160E+00 1.232612868E+00 1.208099352E+00 1.164722097E+00
1.524993176E+01 1.224970105E+00 1.223585057E+00 1.221597225E+00 1.216711828E+00 1.205548745E+00 1.181031853E+00 1.136990792E+00 1.061735361E+00 1.015636879E+00 1.016557502E+00 1.019234325E+00
