N x
1.8150074E+0 8.6674385E+20
1.7995146E+0 8.7181502E+20
1.7840699E+0 8.4671553E+20
1.7673726E+0 8.5926243E+20
1.7521223E+0 8.9429676E+20
1.7363924E+0 8.6353853E+20
1.7197438E+0 8.5219611E+20
1.7032759E+0 8.6530052E+20
1.6868119E+0 8.6882267E+20
1.6701554E+0 8.5958839E+20
1.6529985E+0 8.7600246E+20
1.6366444E+0 8.7359041E+20
1.6190380E+0 8.2493049E+20
1.6002907E+0 8.3923220E+20
1.5829133E+0 8.8784182E+20
1.5657566E+0 8.8684307E+20
1.5479519E+0 8.5509177E+20
1.5290748E+0 8.4296193E+20
1.5102972E+0 8.6578922E+20
1.4919613E+0 8.7610660E+20
1.4731587E+0 8.5877380E+20
1.4535856E+0 8.4158859E+20
1.4334752E+0 8.5253024E+20
1.4138763E+0 8.6151996E+20
1.3936191E+0 8.5177495E+20
1.3729822E+0 8.6256657E+20
1.3526396E+0 8.6071884E+20
1.3312769E+0 8.4523582E+20
1.3094985E+0 8.6137692E+20
1.2882556E+0 8.6068793E+20
1.2657015E+0 8.4596916E+20
1.2429217E+0 8.5266163E+20
1.2198987E+0 8.5687439E+20
1.1964809E+0 8.5250749E+20
1.1722989E+0 8.4602602E+20
1.1475304E+0 8.4524195E+20
1.1222467E+0 8.4965654E+20
1.0966202E+0 8.4259498E+20
1.0696869E+0 8.3787198E+20
1.0424580E+0 8.4798671E+20
1.0147684E+0 8.5206159E+20
