x N
1.3321294E+0 1.6950771E+21
1.3213382E+0 1.4881610E+21
1.3074166E+0 1.4046506E+21
1.2949232E+0 1.6080744E+21
1.2841230E+0 1.6972302E+21
1.2726472E+0 1.5862976E+21
1.2600702E+0 1.5669039E+21
1.2480699E+0 1.6668168E+21
1.2367450E+0 1.6399856E+21
1.2241270E+0 1.5978922E+21
1.2119353E+0 1.5858849E+21
1.1988644E+0 1.5078849E+21
1.1850780E+0 1.5889001E+21
1.1731075E+0 1.5668614E+21
1.1586440E+0 1.5472421E+21
1.1460548E+0 1.6115249E+21
1.1323510E+0 1.5647233E+21
1.1186612E+0 1.5631869E+21
1.1045901E+0 1.6353913E+21
1.0918081E+0 1.5988900E+21
1.0767572E+0 1.4917558E+21
1.0615892E+0 1.5224299E+21
1.0467301E+0 1.6133899E+21
1.0328622E+0 1.5648305E+21
1.0166659E+0 1.4941195E+21
1.0009165E+0 1.6512825E+21
9.8733117E-1 1.6601603E+21
9.7126804E-1 1.4925568E+21
9.5382623E-1 1.5225981E+21
9.3787338E-1 1.5904504E+21
9.2127591E-1 1.5900092E+21
9.0473993E-1 1.5325220E+21
8.8623192E-1 1.4893616E+21
8.6797262E-1 1.5443181E+21
8.5002857E-1 1.5744413E+21
