N x
1.3487348E+0 1.4277766E+21
1.3360729E+0 1.4267340E+21
1.3232712E+0 1.3327307E+21
1.3085308E+0 1.1803102E+21
1.2918214E+0 1.7093105E+21
1.2866475E+0 1.9735152E+21
1.2726407E+0 2.0327729E+21
1.2679541E+0 1.7108215E+21
1.2501494E+0 1.0483538E+21
1.2308987E+0 1.0749141E+21
1.2134931E+0 1.5625890E+21
1.2053996E+0 1.7663044E+21
1.1906330E+0 1.2971439E+21
1.1739471E+0 1.4750853E+21
1.1626686E+0 1.7270570E+21
1.1497584E+0 1.7298184E+21
1.1382797E+0 1.4393881E+21
1.1200463E+0 1.2958829E+21
1.1048853E+0 1.3104984E+21
1.0864759E+0 1.4977242E+21
1.0751547E+0 1.4687909E+21
1.0556227E+0 1.5086836E+21
1.0448035E+0 1.3662763E+21
1.0214155E+0 1.4259642E+21
1.0117009E+0 1.8778130E+21
9.9578847E-1 1.4961692E+21
9.7911055E-1 1.4234499E+21
9.6093641E-1 1.5255470E+21
9.4605791E-1 1.6034429E+21
9.2890159E-1 1.4349454E+21
9.0960211E-1 1.4888749E+21
8.9311756E-1 1.6291965E+21
8.7623762E-1 1.4264204E+21
8.5416924E-1 1.4006648E+21
8.3575542E-1 1.5318410E+21
8.1623199E-1 1.5393351E+21
7.9713561E-1 1.5373627E+21
7.7658987E-1 1.4839472E+21
7.5498973E-1 1.5378438E+21
7.3482566E-1 1.5072596E+21
7.1105947E-1 1.4124631E+21
