N x
1.3992134E+0 3.8495289E+21
1.3947006E+0 1.7939001E+21
1.3797409E+0 1.3736236E+21
1.3691311E+0 1.6466199E+21
1.3582091E+0 1.5317987E+21
1.3457889E+0 1.0968731E+21
1.3252289E+0 1.2155620E+21
1.3157845E+0 1.9326948E+21
1.3061412E+0 2.2004268E+21
1.2989123E+0 1.2611450E+21
1.2763355E+0 1.1946248E+21
1.2672469E+0 1.6507672E+21
1.2530871E+0 1.3194347E+21
1.2378783E+0 1.1794666E+21
1.2198051E+0 1.2258111E+21
1.2054673E+0 1.6717190E+21
1.1957660E+0 1.5927629E+21
1.1799173E+0 1.4152692E+21
1.1667332E+0 1.5190599E+21
1.1525196E+0 1.3126820E+21
1.1345994E+0 1.2950136E+21
1.1195275E+0 1.3764256E+21
1.1030821E+0 1.2596596E+21
1.0845638E+0 1.7734712E+21
1.0779859E+0 1.7004519E+21
1.0579186E+0 1.2263812E+21
1.0406245E+0 1.4025875E+21
1.0246861E+0 1.4636813E+21
1.0082549E+0 1.4242340E+21
9.9086994E-1 1.5267115E+21
9.7621439E-1 1.3871687E+21
9.5490507E-1 1.2346923E+21
9.3507912E-1 1.4713170E+21
9.1970998E-1 1.4368313E+21
8.9822725E-1 1.3054287E+21
8.7835363E-1 1.3877208E+21
8.5840578E-1 1.4881076E+21
8.4040008E-1 1.3934080E+21
8.1681961E-1 1.3584892E+21
7.9675303E-1 1.4143623E+21
7.7366673E-1 1.3387528E+21
