N x
1.3502405E+0 1.5168270E+21
1.3383387E+0 1.5156014E+21
1.3263107E+0 1.5023536E+21
1.3139773E+0 1.5080282E+21
1.3018175E+0 1.5289266E+21
1.2895910E+0 1.5282040E+21
1.2771874E+0 1.5201321E+21
1.2645895E+0 1.5075238E+21
1.2517248E+0 1.5056524E+21
1.2388357E+0 1.5120894E+21
1.2258127E+0 1.5188273E+21
1.2127656E+0 1.5167821E+21
1.1994237E+0 1.5115740E+21
1.1859934E+0 1.5118936E+21
1.1723526E+0 1.5155135E+21
1.1586747E+0 1.5066836E+21
1.1445445E+0 1.4021851E+21
1.1284046E+0 1.4207840E+21
1.1142972E+0 1.5099147E+21
1.0995483E+0 1.5121817E+21
1.0851101E+0 1.5216173E+21
1.0701449E+0 1.4954752E+21
1.0547760E+0 1.5015287E+21
1.0395001E+0 1.5022325E+21
1.0236860E+0 1.4947007E+21
1.0077774E+0 1.5080814E+21
9.9174805E-1 1.4925363E+21
9.7497492E-1 1.4781379E+21
9.5806650E-1 1.5012112E+21
9.4122934E-1 1.4967323E+21
9.2359867E-1 1.4725433E+21
9.0553320E-1 1.4714983E+21
8.8716706E-1 1.4847143E+21
8.6868204E-1 1.4706582E+21
8.4915169E-1 1.4608466E+21
8.2955311E-1 1.4561146E+21
8.0894531E-1 1.4393916E+21
7.8785643E-1 1.4343691E+21
7.6597374E-1 1.4223584E+21
7.4328294E-1 1.4183250E+21
7.1991212E-1 1.4193656E+21
