N x
1.1583164E+0 2.6254855E+21
1.1503087E+0 2.3806903E+21
1.1405795E+0 2.1586058E+21
1.1305926E+0 2.0688851E+21
1.1198218E+0 2.0126738E+21
1.1090575E+0 2.0075685E+21
1.0980196E+0 1.9680268E+21
1.0865925E+0 1.9231989E+21
1.0747893E+0 1.9180345E+21
1.0630486E+0 1.9468370E+21
1.0513372E+0 1.9528657E+21
1.0394057E+0 1.9294752E+21
1.0271315E+0 1.9196825E+21
1.0147890E+0 1.9291891E+21
1.0023377E+0 1.9692738E+21
9.9020338E-1 1.9847545E+21
9.7763562E-1 1.9807317E+21
9.6513929E-1 2.0296369E+21
9.5286065E-1 2.0443774E+21
9.4021845E-1 2.0638715E+21
9.2785171E-1 2.0874178E+21
9.1515389E-1 2.0724617E+21
9.0225779E-1 2.0880778E+21
8.8939152E-1 2.0744577E+21
8.7594207E-1 2.0622226E+21
8.6252248E-1 2.0850674E+21
8.4895112E-1 2.0521141E+21
8.3465018E-1 2.0253506E+21
8.2023704E-1 2.0111925E+21
8.0521694E-1 1.9850510E+21
7.8986490E-1 1.9468469E+21
7.7363586E-1 1.8991920E+21
7.5681804E-1 1.8970757E+21
7.3982593E-1 1.8549281E+21
7.2141584E-1 1.8007989E+21
7.0245045E-1 1.7483961E+21
6.8184998E-1 1.6970663E+21
6.6048157E-1 1.6661704E+21
6.3769741E-1 1.6503135E+21
6.1434086E-1 1.7222416E+21
5.9185589E-1 1.7896165E+21
