N x
1.4281544E+0 1.3900931E+21
1.4158774E+0 1.3823169E+21
1.4033530E+0 1.3811912E+21
1.3908366E+0 1.3867375E+21
1.3781866E+0 1.4019007E+21
1.3657167E+0 1.4071888E+21
1.3529281E+0 1.3948312E+21
1.3399952E+0 1.3768198E+21
1.3266156E+0 1.3917583E+21
1.3137116E+0 1.3987612E+21
1.3001959E+0 1.3901183E+21
1.2868594E+0 1.3972506E+21
1.2731986E+0 1.3830738E+21
1.2592936E+0 1.3796063E+21
1.2452596E+0 1.3957196E+21
1.2313690E+0 1.3868744E+21
1.2168308E+0 1.3737572E+21
1.2023340E+0 1.3921413E+21
1.1878332E+0 1.3818367E+21
1.1727563E+0 1.3818174E+21
1.1578847E+0 1.3923544E+21
1.1426454E+0 1.3691628E+21
1.1268528E+0 1.3808967E+21
1.1114590E+0 1.3803618E+21
1.0952043E+0 1.3655509E+21
1.0790059E+0 1.3823455E+21
1.0626612E+0 1.3708252E+21
1.0456767E+0 1.3630493E+21
1.0286063E+0 1.3751351E+21
1.0113594E+0 1.3764292E+21
9.9373309E-1 1.3589121E+21
9.7540412E-1 1.3513520E+21
9.5690707E-1 1.3658306E+21
9.3826456E-1 1.3082820E+21
9.1731781E-1 1.3080426E+21
8.9784611E-1 1.3551874E+21
8.7740582E-1 1.3460649E+21
8.5674452E-1 1.3499131E+21
8.3542210E-1 1.3443582E+21
8.1351285E-1 1.3448846E+21
7.9104383E-1 1.3462669E+21
