x N
1.6245452E+0 1.0561473E+21
1.6131900E+0 1.0890727E+21
1.6024481E+0 1.1534603E+21
1.5921857E+0 1.1539145E+21
1.5813095E+0 1.1258458E+21
1.5703748E+0 1.1205152E+21
1.5592413E+0 1.1445738E+21
1.5486212E+0 1.1624518E+21
1.5376695E+0 1.1422596E+21
1.5265126E+0 1.1721079E+21
1.5159722E+0 1.1720813E+21
1.5046540E+0 1.1222226E+21
1.4929739E+0 1.1321975E+21
1.4816857E+0 1.1607855E+21
1.4703976E+0 1.1463912E+21
1.4586468E+0 1.1382352E+21
1.4470113E+0 1.1505432E+21
1.4353233E+0 1.1476039E+21
1.4234365E+0 1.1323361E+21
1.4112300E+0 1.1342608E+21
1.3991801E+0 1.1220132E+21
1.3864907E+0 1.1252178E+21
1.3742956E+0 1.1091249E+21
1.3610064E+0 1.1096610E+21
1.3485934E+0 1.1160500E+21
1.3351984E+0 1.1010842E+21
1.3221856E+0 1.1007272E+21
1.3085116E+0 1.0830044E+21
1.2947849E+0 1.0894226E+21
1.2809833E+0 1.0968968E+21
1.2671501E+0 1.0881530E+21
1.2528172E+0 1.0676567E+21
1.2381162E+0 1.0613981E+21
1.2232679E+0 1.0638015E+21
1.2082759E+0 1.0549530E+21
1.1927996E+0 1.0435447E+21
1.1770779E+0 1.0421623E+21
