N x
1.5521707E+0 8.8201650E+20
1.5343417E+0 9.4870014E+20
1.5188519E+0 1.7285557E+21
1.5159307E+0 1.5482498E+21
1.4980695E+0 9.9734993E+20
1.4834805E+0 1.0321864E+21
1.4663444E+0 1.0350297E+21
1.4515255E+0 1.1281156E+21
1.4367034E+0 1.1662190E+21
1.4225641E+0 1.2573079E+21
1.4095777E+0 1.1384619E+21
1.3922720E+0 1.1689441E+21
1.3798064E+0 1.0318431E+21
1.3580662E+0 1.0150792E+21
1.3447060E+0 1.2809909E+21
1.3298736E+0 1.1142293E+21
1.3119118E+0 1.0720333E+21
1.2953814E+0 1.1689954E+21
1.2798721E+0 1.2676094E+21
1.2654774E+0 1.1741965E+21
1.2471569E+0 1.2027996E+21
1.2331775E+0 1.4007922E+21
1.2190576E+0 1.2601092E+21
1.2015370E+0 1.0962122E+21
1.1821793E+0 1.0262460E+21
1.1615078E+0 1.0788848E+21
1.1434912E+0 1.3462340E+21
1.1300411E+0 1.3026706E+21
1.1104294E+0 1.1207153E+21
1.0910433E+0 1.1943606E+21
1.0732087E+0 1.2187838E+21
1.0539107E+0 1.2166361E+21
1.0353688E+0 1.1718127E+21
1.0138478E+0 1.1471676E+21
9.9366415E-1 1.1759017E+21
9.7228336E-1 1.1940532E+21
9.5187763E-1 1.1255928E+21
9.2687263E-1 1.1354854E+21
9.0585889E-1 1.2067534E+21
8.8241206E-1 1.1604883E+21
8.5844717E-1 1.1634059E+21
