N x
1.3706144E+0 1.2903462E+21
1.3595925E+0 1.3528939E+21
1.3495117E+0 1.4525650E+21
1.3397867E+0 1.4845031E+21
1.3299883E+0 1.4733724E+21
1.3199698E+0 1.4897152E+21
1.3102439E+0 1.5248554E+21
1.3005352E+0 1.3797576E+21
1.2885863E+0 1.3749030E+21
1.2786355E+0 1.5222229E+21
1.2686363E+0 1.5451878E+21
1.2588289E+0 1.5515706E+21
1.2487539E+0 1.5338195E+21
1.2385553E+0 1.5368426E+21
1.2283546E+0 1.5626233E+21
1.2183273E+0 1.5560535E+21
1.2078690E+0 1.5358719E+21
1.1973964E+0 1.5269251E+21
1.1866288E+0 1.5454024E+21
1.1762256E+0 1.5467602E+21
1.1652813E+0 1.5459369E+21
1.1546743E+0 1.5478732E+21
1.1435511E+0 1.5433579E+21
1.1326759E+0 1.5395319E+21
1.1212788E+0 1.5370498E+21
1.1101487E+0 1.5396375E+21
1.0985566E+0 1.5377795E+21
1.0871658E+0 1.5303705E+21
1.0752123E+0 1.5310083E+21
1.0635815E+0 1.5340228E+21
1.0514072E+0 1.5301592E+21
1.0394486E+0 1.5238500E+21
1.0268861E+0 1.5258302E+21
1.0146711E+0 1.5243491E+21
1.0017732E+0 1.5079731E+21
9.8896848E-1 1.5210988E+21
9.7595856E-1 1.5157206E+21
9.6271654E-1 1.5133173E+21
9.4930406E-1 1.5133421E+21
9.3568535E-1 1.5077284E+21
9.2177605E-1 1.5031015E+21
9.0765709E-1 1.5002057E+21
8.9325567E-1 1.4942733E+21
8.7856160E-1 1.4930155E+21
8.6364981E-1 1.4878591E+21
8.4833691E-1 1.4765218E+21
8.3264353E-1 1.4530068E+21
8.1622827E-1 1.4470371E+21
7.9976736E-1 1.4613473E+21
7.8299853E-1 1.4724377E+21
7.6608499E-1 1.4820091E+21
