N x
1.4172299E+0 1.3474219E+21
1.4044639E+0 1.4514809E+21
1.3934353E+0 1.4700492E+21
1.3807551E+0 1.4288547E+21
1.3688403E+0 1.4950043E+21
1.3570382E+0 1.4894543E+21
1.3448234E+0 1.4901610E+21
1.3328203E+0 1.4972829E+21
1.3204988E+0 1.4989527E+21
1.3083000E+0 1.4850086E+21
1.2955107E+0 1.4778788E+21
1.2829516E+0 1.4984769E+21
1.2702624E+0 1.4956377E+21
1.2574022E+0 1.4932398E+21
1.2444107E+0 1.5192988E+21
1.2317332E+0 1.5031841E+21
1.2181870E+0 1.4991429E+21
1.2051615E+0 1.5023588E+21
1.1913713E+0 1.4801600E+21
1.1776379E+0 1.5084390E+21
1.1640498E+0 1.5048960E+21
1.1499243E+0 1.4762164E+21
1.1354531E+0 1.4818640E+21
1.1210791E+0 1.4926700E+21
1.1064449E+0 1.4828584E+21
1.0914919E+0 1.4791869E+21
1.0763800E+0 1.4680371E+21
1.0607686E+0 1.4725539E+21
1.0453096E+0 1.4802896E+21
1.0293943E+0 1.4647358E+21
1.0131133E+0 1.4531192E+21
9.9641815E-1 1.4447433E+21
9.7939150E-1 1.4451359E+21
9.6212088E-1 1.4451251E+21
9.4447587E-1 1.4337084E+21
9.2626597E-1 1.4142733E+21
9.0741186E-1 1.3897219E+21
8.8775992E-1 1.3682164E+21
8.6743725E-1 1.3707049E+21
8.4693423E-1 1.4540335E+21
8.2806153E-1 1.5354044E+21
