x N
2.0916819E+0 1.0657277E+21
2.0829543E+0 1.0823732E+21
2.0744600E+0 1.1088767E+21
2.0660747E+0 1.1242628E+21
2.0577437E+0 1.1739505E+21
2.0500032E+0 1.1911109E+21
2.0418400E+0 1.1684910E+21
2.0337287E+0 1.1862480E+21
2.0257455E+0 1.1835883E+21
2.0175330E+0 1.1828232E+21
2.0094749E+0 1.1649820E+21
2.0009444E+0 1.1789952E+21
1.9930180E+0 1.1931829E+21
1.9846141E+0 1.1869910E+21
1.9765363E+0 1.1710772E+21
1.9678362E+0 1.1605113E+21
1.9595352E+0 1.1493400E+21
1.9505925E+0 1.1239615E+21
1.9418250E+0 9.8945877E+20
1.9303691E+0 9.8046290E+20
1.9213220E+0 1.0832632E+21
1.9117101E+0 1.0636991E+21
1.9022276E+0 1.0435912E+21
1.8921470E+0 1.0137955E+21
1.8819851E+0 9.8669275E+20
1.8712334E+0 9.7242271E+20
1.8606469E+0 9.4914175E+20
1.8492416E+0 9.0810879E+20
1.8375228E+0 8.9812591E+20
1.8257127E+0 8.9751723E+20
