N x
1.9188021E+0 8.1593682E+20
1.9032382E+0 8.1259420E+20
1.8874163E+0 8.0081838E+20
1.8711221E+0 8.0438351E+20
1.8551711E+0 8.2780139E+20
1.8395193E+0 8.2088452E+20
1.8230209E+0 8.0985403E+20
1.8066450E+0 8.1111587E+20
1.7898956E+0 8.0581196E+20
1.7729916E+0 8.1287730E+20
1.7562195E+0 8.1945832E+20
1.7392639E+0 8.1325067E+20
1.7219007E+0 8.0361221E+20
1.7041838E+0 7.9893948E+20
1.6862500E+0 8.1109339E+20
1.6687002E+0 8.1333877E+20
1.6504810E+0 8.0675900E+20
1.6322485E+0 8.1130778E+20
1.6138268E+0 8.0135350E+20
1.5947095E+0 8.0444002E+20
1.5759964E+0 8.1115464E+20
1.5567354E+0 7.9631667E+20
1.5368350E+0 7.9634658E+20
1.5170783E+0 7.9633157E+20
1.4966499E+0 7.9166849E+20
1.4761124E+0 8.0029459E+20
1.4555631E+0 7.9954201E+20
1.4343976E+0 7.9060407E+20
1.4127562E+0 7.9469876E+20
1.3911669E+0 7.9418934E+20
1.3688135E+0 7.8294608E+20
1.3458679E+0 7.8116970E+20
1.3226427E+0 7.8911477E+20
1.2993633E+0 7.8261939E+20
1.2748910E+0 7.8025312E+20
1.2505727E+0 7.7991193E+20
1.2251040E+0 7.7223652E+20
1.1992614E+0 7.7169950E+20
1.1726415E+0 7.6926125E+20
1.1454420E+0 7.7440960E+20
1.1179162E+0 7.7907010E+20
