x N
1.5231942E+0 1.3833474E+21
1.5139523E+0 1.2818768E+21
1.5031762E+0 1.5966274E+21
1.4978025E+0 1.4783204E+21
1.4855998E+0 1.0009621E+21
1.4716753E+0 1.1232373E+21
1.4621452E+0 1.1091211E+21
1.4476912E+0 1.1559357E+21
1.4389878E+0 1.5089253E+21
1.4298055E+0 1.2514337E+21
1.4172615E+0 1.1845734E+21
1.4066930E+0 1.2271363E+21
1.3947565E+0 1.2371813E+21
1.3842018E+0 1.2698736E+21
1.3726583E+0 1.1448868E+21
1.3594792E+0 1.0974379E+21
1.3466355E+0 1.1628578E+21
1.3346913E+0 1.2194319E+21
1.3227785E+0 1.1732029E+21
1.3096592E+0 1.1205919E+21
1.2963184E+0 1.0462752E+21
1.2810086E+0 1.1931029E+21
1.2709648E+0 1.4073778E+21
1.2592869E+0 1.3529427E+21
1.2481794E+0 1.1717647E+21
1.2326915E+0 1.0825922E+21
1.2191053E+0 1.0718912E+21
1.2029456E+0 1.0931632E+21
1.1896122E+0 1.2492901E+21
1.1768245E+0 1.1974802E+21
1.1620350E+0 1.1935201E+21
1.1488467E+0 1.2001210E+21
1.1338502E+0 1.1704305E+21
1.1195974E+0 1.1276185E+21
1.1030624E+0 1.1006993E+21
1.0876324E+0 1.1361150E+21
1.0716305E+0 1.1334723E+21
1.0556658E+0 1.1485293E+21
1.0396038E+0 1.2489595E+21
1.0257931E+0 1.1641678E+21
1.0070097E+0 1.1172411E+21
9.9133348E-1 1.1638837E+21
9.7331640E-1 1.2059792E+21
9.5830439E-1 1.3390588E+21
