x N
1.2354790E+0 1.6332630E+21
1.2258198E+0 1.7111832E+21
1.2169738E+0 1.8210051E+21
1.2082997E+0 1.8477253E+21
1.1995815E+0 1.8499582E+21
1.1908020E+0 1.8500570E+21
1.1819558E+0 1.8835329E+21
1.1733623E+0 1.8965531E+21
1.1645051E+0 1.8569496E+21
1.1554040E+0 1.8611434E+21
1.1464492E+0 1.8961316E+21
1.1375421E+0 1.8958334E+21
1.1284427E+0 1.8733866E+21
1.1191731E+0 1.8727274E+21
1.1099165E+0 1.8946466E+21
1.1007088E+0 1.9019040E+21
1.0913673E+0 1.8892567E+21
1.0818754E+0 1.8590744E+21
1.0720587E+0 1.8704980E+21
1.0625144E+0 1.8782998E+21
1.0525989E+0 1.8821660E+21
1.0429173E+0 1.8760228E+21
1.0327483E+0 1.8680029E+21
1.0227919E+0 1.8675185E+21
1.0124155E+0 1.8649105E+21
1.0022281E+0 1.8668474E+21
9.9165837E-1 1.8633934E+21
9.8121622E-1 1.8629872E+21
9.7041293E-1 1.8190858E+21
9.5921540E-1 1.8088217E+21
9.4803371E-1 1.8207301E+21
