x N
1.4011231E+0 1.4524199E+21
1.3891466E+0 1.4721143E+21
1.3773905E+0 1.4863587E+21
1.3654371E+0 1.5071240E+21
1.3538075E+0 1.5347449E+21
1.3420760E+0 1.5260446E+21
1.3301066E+0 1.5125721E+21
1.3179493E+0 1.5083935E+21
1.3056907E+0 1.3952218E+21
1.2912841E+0 1.3986740E+21
1.2788370E+0 1.5238098E+21
1.2663768E+0 1.5232181E+21
1.2536726E+0 1.4939178E+21
1.2404560E+0 1.4953140E+21
1.2275083E+0 1.5386770E+21
1.2147602E+0 1.5146242E+21
1.2011186E+0 1.4720242E+21
1.1873065E+0 1.4929075E+21
1.1737388E+0 1.4804092E+21
1.1593639E+0 1.4722545E+21
1.1453067E+0 1.4751311E+21
1.1306273E+0 1.4485123E+21
1.1156664E+0 1.4569229E+21
1.1007674E+0 1.4474035E+21
1.0851932E+0 1.4234825E+21
1.0693431E+0 1.4307782E+21
1.0534693E+0 1.4230143E+21
1.0369561E+0 1.4066929E+21
1.0201909E+0 1.4122124E+21
1.0032643E+0 1.3979527E+21
9.8557073E-1 1.3677001E+21
9.6724538E-1 1.3565939E+21
9.4857416E-1 1.3604007E+21
9.2962741E-1 1.3382446E+21
9.0953562E-1 1.3194222E+21
8.8917627E-1 1.2936563E+21
8.6730445E-1 1.2526855E+21
8.4447746E-1 1.2149819E+21
8.1995121E-1 1.1818500E+21
7.9435843E-1 1.1691439E+21
7.6765257E-1 1.1635358E+21
