N x
1.4771337E+0 1.2702298E+21
1.4667498E+0 1.3120637E+21
1.4569611E+0 1.3690066E+21
1.4472832E+0 1.3214628E+21
1.4366518E+0 1.3394232E+21
1.4271123E+0 1.3823090E+21
1.4169643E+0 1.3736234E+21
1.4071652E+0 1.3926081E+21
1.3971482E+0 1.3622157E+21
1.3867605E+0 1.3729631E+21
1.3767571E+0 1.4120542E+21
1.3667874E+0 1.4000294E+21
1.3564626E+0 1.3922308E+21
1.3462272E+0 1.4068072E+21
1.3359598E+0 1.4233578E+21
1.3258082E+0 1.4058052E+21
1.3151225E+0 1.4016432E+21
1.3047459E+0 1.3929933E+21
1.2937533E+0 1.4103982E+21
1.2834720E+0 1.4309851E+21
1.2726068E+0 1.4215360E+21
1.2620103E+0 1.4216140E+21
1.2509600E+0 1.4078171E+21
1.2399627E+0 1.4039796E+21
1.2286528E+0 1.4378478E+21
1.2179890E+0 1.4300948E+21
1.2063517E+0 1.4132517E+21
1.1952183E+0 1.4106666E+21
1.1833146E+0 1.4136098E+21
1.1720112E+0 1.4339078E+21
1.1602045E+0 1.4178705E+21
1.1484071E+0 1.4183484E+21
1.1363633E+0 1.4302366E+21
1.1245181E+0 1.4149076E+21
1.1119512E+0 1.3911263E+21
1.0994165E+0 1.4018648E+21
1.0867561E+0 1.4009245E+21
1.0739100E+0 1.3921114E+21
1.0607798E+0 1.4006979E+21
1.0477785E+0 1.4041095E+21
1.0343818E+0 1.3875485E+21
1.0207211E+0 1.3884062E+21
1.0069816E+0 1.3903659E+21
9.9298371E-1 1.3786619E+21
9.7861272E-1 1.3737093E+21
9.6409776E-1 1.3715166E+21
9.4924197E-1 1.3689658E+21
9.3421434E-1 1.3563166E+21
9.1858763E-1 1.3306148E+21
9.0243746E-1 1.3416950E+21
8.8652250E-1 1.3638111E+21
