N x
1.4150002E+0 1.2950117E+21
1.4016939E+0 1.4540756E+21
1.3912103E+0 1.2786085E+21
1.3743452E+0 1.1804896E+21
1.3613356E+0 1.4538873E+21
1.3498357E+0 1.4285758E+21
1.3361450E+0 1.2932146E+21
1.3217386E+0 1.4361934E+21
1.3106077E+0 1.5257949E+21
1.2974480E+0 1.2593616E+21
1.2808634E+0 1.2930895E+21
1.2681878E+0 1.5581996E+21
1.2563091E+0 1.4545281E+21
1.2415964E+0 1.3761065E+21
1.2279131E+0 1.3179592E+21
1.2115722E+0 1.4306218E+21
1.1999652E+0 1.3456789E+21
1.1814271E+0 1.2977133E+21
1.1683805E+0 1.5551932E+21
1.1547083E+0 1.4195958E+21
1.1387414E+0 1.2674446E+21
1.1210537E+0 1.3577694E+21
1.1069044E+0 1.4134989E+21
1.0899933E+0 1.3539077E+21
1.0740291E+0 1.4519003E+21
1.0588795E+0 1.4654414E+21
1.0427352E+0 1.3049907E+21
1.0231517E+0 1.2873953E+21
1.0059293E+0 1.4182818E+21
9.8913853E-1 1.4164859E+21
9.7126857E-1 1.3783694E+21
9.5287394E-1 1.3774531E+21
9.3428556E-1 1.3746572E+21
9.1506955E-1 1.4283317E+21
8.9717707E-1 1.3920703E+21
8.7613877E-1 1.3048690E+21
8.5471250E-1 1.3420563E+21
8.3383888E-1 1.4030464E+21
8.1323172E-1 1.3522380E+21
7.8962018E-1 1.3734398E+21
7.6854848E-1 1.4782790E+21
