N x
1.3293248E+0 1.4676512E+21
1.3168270E+0 1.4841831E+21
1.3044919E+0 1.5197595E+21
1.2923464E+0 1.5741555E+21
1.2806374E+0 1.6026013E+21
1.2686949E+0 1.6223379E+21
1.2570587E+0 1.6155116E+21
1.2447885E+0 1.5386828E+21
1.2317094E+0 1.5519134E+21
1.2194046E+0 1.6345442E+21
1.2073605E+0 1.5972874E+21
1.1942251E+0 1.5752628E+21
1.1815649E+0 1.5935017E+21
1.1684414E+0 1.5761495E+21
1.1552085E+0 1.5921872E+21
1.1420538E+0 1.5541316E+21
1.1278498E+0 1.5530706E+21
1.1143530E+0 1.5863698E+21
1.1003876E+0 1.5386316E+21
1.0856757E+0 1.5449742E+21
1.0714575E+0 1.5988681E+21
1.0573448E+0 1.5550057E+21
1.0419188E+0 1.5418649E+21
1.0271414E+0 1.5455272E+21
1.0113286E+0 1.5124017E+21
9.9540673E-1 1.5570737E+21
9.8002142E-1 1.5724257E+21
9.6389819E-1 1.5481790E+21
9.4749158E-1 1.5515540E+21
9.3087831E-1 1.5461089E+21
9.1375854E-1 1.5224894E+21
8.9597698E-1 1.5105515E+21
8.7789013E-1 1.5314854E+21
8.5987766E-1 1.5306982E+21
8.4099544E-1 1.5200572E+21
8.2190504E-1 1.5232092E+21
8.0221181E-1 1.5101968E+21
7.8182429E-1 1.5170421E+21
7.6128520E-1 1.5171841E+21
7.3977469E-1 1.5147423E+21
7.1796197E-1 1.5264461E+21
