N x
1.5246466E+0 1.2306980E+21
1.5142644E+0 1.2461565E+21
1.5040707E+0 1.3292817E+21
1.4948495E+0 1.2833385E+21
1.4838179E+0 1.2602114E+21
1.4740935E+0 1.2183531E+21
1.4621816E+0 1.2904208E+21
1.4535373E+0 1.2292540E+21
1.4404164E+0 1.0026923E+21
1.4266465E+0 1.0794024E+21
1.4152220E+0 1.3707669E+21
1.4066509E+0 1.2562505E+21
1.3932105E+0 1.3179632E+21
1.3855481E+0 1.4866710E+21
1.3743358E+0 1.0116368E+21
1.3575633E+0 1.0953922E+21
1.3482963E+0 1.0862997E+21
1.3309729E+0 1.2278846E+21
1.3246347E+0 1.4529415E+21
1.3107401E+0 1.1270914E+21
1.2983663E+0 1.1683253E+21
1.2851340E+0 1.1005943E+21
1.2709030E+0 1.0942516E+21
1.2572190E+0 1.0771923E+21
1.2422160E+0 1.2826577E+21
1.2329049E+0 1.2596547E+21
1.2171482E+0 1.1771014E+21
1.2058523E+0 1.1322098E+21
1.1886376E+0 1.0864846E+21
1.1758413E+0 1.1566372E+21
1.1600507E+0 1.2014849E+21
1.1480275E+0 1.2314943E+21
1.1325445E+0 1.1294699E+21
1.1176808E+0 1.2503421E+21
1.1047837E+0 1.2095392E+21
1.0885794E+0 1.1068353E+21
1.0725596E+0 1.1405624E+21
1.0568429E+0 1.1764002E+21
1.0413310E+0 1.1348608E+21
1.0239564E+0 1.1569679E+21
1.0085869E+0 1.1884115E+21
9.9153421E-1 1.1553986E+21
9.7469676E-1 1.1636594E+21
9.5728962E-1 1.1739815E+21
9.4015099E-1 1.1668549E+21
9.2187283E-1 1.1396323E+21
9.0318337E-1 1.1692417E+21
8.8511664E-1 1.1547453E+21
8.6515222E-1 1.1502100E+21
8.4611728E-1 1.2066498E+21
8.2712114E-1 1.2216230E+21
