N x
1.3391284E+0 1.4776308E+21
1.3268071E+0 1.5087437E+21
1.3148856E+0 1.5227796E+21
1.3025627E+0 1.5341330E+21
1.2906001E+0 1.5644083E+21
1.2785220E+0 1.5636449E+21
1.2663203E+0 1.5560795E+21
1.2538880E+0 1.5488642E+21
1.2413271E+0 1.5377171E+21
1.2284571E+0 1.5492526E+21
1.2158268E+0 1.5760152E+21
1.2031262E+0 1.5556817E+21
1.1898889E+0 1.5285327E+21
1.1764374E+0 1.5350699E+21
1.1630126E+0 1.5514669E+21
1.1495374E+0 1.5421123E+21
1.1356276E+0 1.5374905E+21
1.1217391E+0 1.5565427E+21
1.1078291E+0 1.5398115E+21
1.0932777E+0 1.5376463E+21
1.0789597E+0 1.5411072E+21
1.0640802E+0 1.5249898E+21
1.0490467E+0 1.5347816E+21
1.0339331E+0 1.5251631E+21
1.0182588E+0 1.5160853E+21
1.0024913E+0 1.5434950E+21
9.8689363E-1 1.5272220E+21
9.7027143E-1 1.5137836E+21
9.5385149E-1 1.5369130E+21
9.3715811E-1 1.5248316E+21
9.1987550E-1 1.5098268E+21
9.0220336E-1 1.5100936E+21
8.8424424E-1 1.5252137E+21
8.6621309E-1 1.5126535E+21
8.4717979E-1 1.5111402E+21
8.2830343E-1 1.5069537E+21
8.0826765E-1 1.4954284E+21
7.8814536E-1 1.5073211E+21
7.6739514E-1 1.5007264E+21
7.4598178E-1 1.5079847E+21
7.2423914E-1 1.5183630E+21
