x N
1.5912934E+0 1.1422743E+21
1.5778858E+0 1.1406062E+21
1.5643235E+0 1.1382058E+21
1.5506247E+0 1.1428023E+21
1.5369335E+0 1.1437675E+21
1.5230120E+0 1.1523889E+21
1.5092806E+0 1.1505472E+21
1.4950565E+0 1.1294031E+21
1.4805326E+0 1.1336339E+21
1.4661390E+0 1.1463521E+21
1.4516530E+0 1.1515729E+21
1.4371038E+0 1.1414678E+21
1.4220597E+0 1.1270799E+21
1.4068187E+0 1.1332517E+21
1.3916158E+0 1.1418679E+21
1.3762725E+0 1.1305195E+21
1.3604148E+0 1.1211499E+21
1.3444487E+0 1.1334009E+21
1.3285633E+0 1.1307423E+21
1.3121330E+0 1.1261061E+21
1.2957151E+0 1.1252125E+21
1.2788361E+0 1.1143989E+21
1.2616534E+0 1.1262077E+21
1.2446794E+0 1.1132407E+21
1.2266093E+0 1.1023293E+21
1.2087865E+0 1.1231390E+21
1.1908568E+0 1.1055100E+21
1.1719027E+0 1.0977199E+21
1.1531297E+0 1.1098851E+21
1.1339724E+0 1.1017895E+21
1.1142723E+0 1.0799877E+21
1.0936222E+0 1.0680562E+21
1.0727138E+0 1.0715769E+21
