N x
1.3518685E+0 1.4995224E+21
1.3398434E+0 1.5101807E+21
1.3278814E+0 1.4846924E+21
1.3152176E+0 1.4813071E+21
1.3029723E+0 1.5246450E+21
1.2907858E+0 1.5226015E+21
1.2782730E+0 1.5099003E+21
1.2656368E+0 1.4936433E+21
1.2525936E+0 1.4972955E+21
1.2397597E+0 1.5085207E+21
1.2266379E+0 1.5199470E+21
1.2137289E+0 1.5193770E+21
1.2003126E+0 1.4989780E+21
1.1867510E+0 1.4998367E+21
1.1730421E+0 1.5118710E+21
1.1593837E+0 1.5033213E+21
1.1451878E+0 1.3978109E+21
1.1290366E+0 1.4150959E+21
1.1148348E+0 1.5107100E+21
1.1002122E+0 1.5078066E+21
1.0855763E+0 1.5103284E+21
1.0706044E+0 1.4901642E+21
1.0551461E+0 1.4990738E+21
1.0399222E+0 1.5006758E+21
1.0240345E+0 1.4867274E+21
1.0080401E+0 1.5032004E+21
9.9200246E-1 1.4927357E+21
9.7525091E-1 1.4797392E+21
9.5836692E-1 1.4940631E+21
9.4135092E-1 1.4911449E+21
9.2377878E-1 1.4677963E+21
9.0554186E-1 1.4642765E+21
8.8717121E-1 1.4770164E+21
8.6849491E-1 1.4612000E+21
8.4890441E-1 1.4601812E+21
8.2933889E-1 1.4501891E+21
8.0851731E-1 1.4309562E+21
7.8737846E-1 1.4333739E+21
7.6549102E-1 1.4195603E+21
7.4268572E-1 1.4095032E+21
7.1910070E-1 1.4078301E+21
