N x
1.3373440E+0 1.5196838E+21
1.3253491E+0 1.5414345E+21
1.3135878E+0 1.5448012E+21
1.3014267E+0 1.5471875E+21
1.2894848E+0 1.5792480E+21
1.2775928E+0 1.5689973E+21
1.2652673E+0 1.5520514E+21
1.2528759E+0 1.5578486E+21
1.2403986E+0 1.5634823E+21
1.2278478E+0 1.5649675E+21
1.2151378E+0 1.5608799E+21
1.2022556E+0 1.5613799E+21
1.1892805E+0 1.5462979E+21
1.1758574E+0 1.5390236E+21
1.1624601E+0 1.5558733E+21
1.1490209E+0 1.5454723E+21
1.1351220E+0 1.5376773E+21
1.1212132E+0 1.5562805E+21
1.1073061E+0 1.5358037E+21
1.0926629E+0 1.5395814E+21
1.0784595E+0 1.5529136E+21
1.0636737E+0 1.5250638E+21
1.0485337E+0 1.5407037E+21
1.0336323E+0 1.5381316E+21
1.0179939E+0 1.5247946E+21
1.0023634E+0 1.5428490E+21
9.8660694E-1 1.5249581E+21
9.7009073E-1 1.5112281E+21
9.5349801E-1 1.5386076E+21
9.3700815E-1 1.5386455E+21
9.1981969E-1 1.5111890E+21
9.0207971E-1 1.5115120E+21
8.8422029E-1 1.5285865E+21
8.6616537E-1 1.5112898E+21
8.4712062E-1 1.5111956E+21
8.2825495E-1 1.5125205E+21
8.0835229E-1 1.4970146E+21
7.8813805E-1 1.5066105E+21
7.6746450E-1 1.5050912E+21
7.4609977E-1 1.5098962E+21
7.2436889E-1 1.5189288E+21
