x N
1.1716181E+0 2.0873995E+21
1.1616525E+0 2.0756766E+21
1.1514867E+0 2.0595341E+21
1.1411849E+0 1.9190136E+21
1.1293080E+0 1.7530435E+21
1.1166596E+0 1.8071847E+21
1.1052698E+0 2.0017222E+21
1.0947300E+0 2.2243156E+21
1.0853476E+0 1.7667433E+21
1.0693404E+0 1.6238210E+21
1.0574491E+0 1.9172670E+21
1.0453984E+0 1.9921606E+21
1.0341522E+0 1.9210063E+21
1.0209433E+0 1.9081101E+21
1.0092555E+0 2.0557749E+21
9.9754963E-1 2.0100285E+21
9.8503917E-1 1.9771771E+21
9.7262957E-1 1.9432724E+21
9.5934800E-1 1.7457386E+21
9.4361133E-1 1.7633646E+21
9.3021420E-1 1.9602409E+21
9.1699573E-1 2.0864228E+21
9.0486032E-1 1.9667837E+21
8.8967675E-1 1.6891478E+21
8.7252697E-1 1.9205940E+21
8.6080270E-1 2.0800077E+21
8.4536002E-1 1.8095781E+21
8.2905793E-1 1.8230223E+21
8.1325577E-1 1.8321895E+21
7.9646396E-1 1.8625584E+21
7.8055532E-1 1.8838187E+21
7.6342957E-1 1.8127797E+21
7.4546436E-1 1.7905215E+21
