x N
1.2707071E+0 1.9371870E+21
1.2627955E+0 1.9130630E+21
1.2546325E+0 1.9333697E+21
1.2467898E+0 1.9502411E+21
1.2386616E+0 1.9391589E+21
1.2306247E+0 1.9798895E+21
1.2227260E+0 2.0186816E+21
1.2148939E+0 1.9926021E+21
1.2066836E+0 1.9824188E+21
1.1986632E+0 2.0114448E+21
1.1905784E+0 1.9962020E+21
1.1823241E+0 2.0162839E+21
1.1742917E+0 2.0162257E+21
1.1659217E+0 1.9657233E+21
1.1573481E+0 2.0051454E+21
1.1491926E+0 2.0883065E+21
1.1411692E+0 2.0715911E+21
1.1327648E+0 2.0372209E+21
1.1243430E+0 2.0754124E+21
1.1161262E+0 2.0862391E+21
1.1076656E+0 2.1074252E+21
1.0994942E+0 2.1273595E+21
1.0910629E+0 2.1082702E+21
1.0826136E+0 2.1167235E+21
1.0741183E+0 2.1595393E+21
1.0658759E+0 2.1715973E+21
1.0573405E+0 2.1728660E+21
1.0489763E+0 2.1960003E+21
1.0404832E+0 2.2217147E+21
1.0321806E+0 2.2294670E+21
1.0236075E+0 2.2176647E+21
1.0150756E+0 2.2381778E+21
1.0065163E+0 2.2554178E+21
9.9797117E-1 2.2873301E+21
9.8950659E-1 2.2631843E+21
9.8062864E-1 2.2027879E+21
9.7152897E-1 2.1986913E+21
9.6245108E-1 2.1910057E+21
9.5311290E-1 2.1291555E+21
9.4331231E-1 2.0891629E+21
