N x
1.3636017E+0 1.2606717E+21
1.3522608E+0 1.3449845E+21
1.3422631E+0 1.4712531E+21
1.3326009E+0 1.5053796E+21
1.3229069E+0 1.5087209E+21
1.3131458E+0 1.5105754E+21
1.3033314E+0 1.3977254E+21
1.2918169E+0 1.4140693E+21
1.2820897E+0 1.5399795E+21
1.2721488E+0 1.5533456E+21
1.2624419E+0 1.5874010E+21
1.2527732E+0 1.5771776E+21
1.2427874E+0 1.5426162E+21
1.2325171E+0 1.5468430E+21
1.2224221E+0 1.5807289E+21
1.2124232E+0 1.5863953E+21
1.2022324E+0 1.5700527E+21
1.1918504E+0 1.5549233E+21
1.1812786E+0 1.5640758E+21
1.1708356E+0 1.5577012E+21
1.1599846E+0 1.5654156E+21
1.1494550E+0 1.5689748E+21
1.1384497E+0 1.5617742E+21
1.1276179E+0 1.5528986E+21
1.1162701E+0 1.5545067E+21
1.1052443E+0 1.5587299E+21
1.0937262E+0 1.5566640E+21
1.0824403E+0 1.5536859E+21
1.0706323E+0 1.5539950E+21
1.0591050E+0 1.5496291E+21
1.0469666E+0 1.5453139E+21
1.0351083E+0 1.5427921E+21
1.0226449E+0 1.5442892E+21
1.0105253E+0 1.5451334E+21
9.9776872E-1 1.5284962E+21
9.8506555E-1 1.5358899E+21
9.7210066E-1 1.5357936E+21
9.5905592E-1 1.5347070E+21
9.4571562E-1 1.5307190E+21
9.3223106E-1 1.5287901E+21
9.1846639E-1 1.5200282E+21
9.0441385E-1 1.5148812E+21
8.9012167E-1 1.5132514E+21
8.7558282E-1 1.5073717E+21
8.6069581E-1 1.5005635E+21
8.4551299E-1 1.4945366E+21
8.2996115E-1 1.4648590E+21
8.1355868E-1 1.4583946E+21
7.9723650E-1 1.4783270E+21
7.8060632E-1 1.4915002E+21
7.6388382E-1 1.5033987E+21
