N x
1.6095168E+0 1.1748401E+21
1.5966311E+0 1.1733659E+21
1.5836078E+0 1.1646263E+21
1.5703119E+0 1.1590830E+21
1.5569404E+0 1.1711670E+21
1.5436947E+0 1.1729380E+21
1.5301316E+0 1.1569039E+21
1.5162735E+0 1.1534760E+21
1.5023799E+0 1.1523002E+21
1.4882346E+0 1.1524107E+21
1.4740794E+0 1.1611756E+21
1.4598777E+0 1.1643145E+21
1.4455228E+0 1.1452149E+21
1.4305518E+0 1.1407513E+21
1.4157825E+0 1.1608551E+21
1.4010197E+0 1.1468256E+21
1.3855666E+0 1.1359024E+21
1.3701813E+0 1.1575717E+21
1.3549669E+0 1.1441364E+21
1.3388624E+0 1.1359400E+21
1.3230566E+0 1.1496888E+21
1.3069499E+0 1.1350952E+21
1.2903328E+0 1.1353736E+21
1.2738206E+0 1.1307063E+21
1.2566251E+0 1.1287068E+21
1.2396027E+0 1.1435125E+21
1.2223813E+0 1.1277287E+21
1.2043820E+0 1.1207019E+21
1.1864222E+0 1.1314427E+21
1.1682208E+0 1.1269244E+21
1.1495467E+0 1.1118132E+21
1.1302340E+0 1.0928168E+21
1.1102382E+0 1.1026320E+21
1.0905921E+0 1.1084701E+21
1.0700723E+0 1.1064044E+21
1.0495967E+0 1.1039280E+21
1.0281635E+0 1.0921237E+21
1.0063639E+0 1.0944423E+21
9.8408504E-1 1.0898983E+21
9.6109405E-1 1.0925439E+21
9.3785528E-1 1.0998765E+21
