x N
1.5526344E+0 1.2221373E+21
1.5423690E+0 1.2173548E+21
1.5319532E+0 1.2326052E+21
1.5218076E+0 1.2564990E+21
1.5116465E+0 1.2473609E+21
1.5012128E+0 1.2378536E+21
1.4907509E+0 1.2476598E+21
1.4803365E+0 1.2591537E+21
1.4699194E+0 1.2596027E+21
1.4593639E+0 1.2490905E+21
1.4486169E+0 1.2305902E+21
1.4375799E+0 1.2410160E+21
1.4268546E+0 1.2476447E+21
1.4157654E+0 1.2432151E+21
1.4047946E+0 1.2392068E+21
1.3934574E+0 1.2363069E+21
1.3822564E+0 1.2342156E+21
1.3706940E+0 1.2334209E+21
1.3592905E+0 1.2255560E+21
1.3473811E+0 1.2253006E+21
1.3357737E+0 1.2205586E+21
1.3235597E+0 1.2115874E+21
1.3115620E+0 1.2093380E+21
1.2990744E+0 1.1782525E+21
1.2861900E+0 1.1663108E+21
1.2731887E+0 1.1928149E+21
1.2606265E+0 1.1934810E+21
1.2473734E+0 1.1720506E+21
1.2340666E+0 1.1767936E+21
1.2206345E+0 1.1777671E+21
1.2070555E+0 1.1725825E+21
1.1931973E+0 1.1600275E+21
1.1789985E+0 1.1521944E+21
1.1646111E+0 1.1485696E+21
1.1499670E+0 1.1449491E+21
1.1351175E+0 1.1398120E+21
1.1199514E+0 1.1353394E+21
