N x
1.2149861E+0 1.6118646E+21
1.2050317E+0 1.7235198E+21
1.1962997E+0 1.7595371E+21
1.1865772E+0 1.7307790E+21
1.1773970E+0 1.9093564E+21
1.1693129E+0 1.8684264E+21
1.1596120E+0 1.7143237E+21
1.1497795E+0 1.8485298E+21
1.1413540E+0 1.8729379E+21
1.1316047E+0 1.7939541E+21
1.1222298E+0 2.1217925E+21
1.1153155E+0 2.0576419E+21
1.1052864E+0 1.7977980E+21
1.0957792E+0 1.8308052E+21
1.0859283E+0 1.9452226E+21
1.0774086E+0 1.9828338E+21
1.0677428E+0 1.8543456E+21
1.0577949E+0 1.9364318E+21
1.0487949E+0 1.8606291E+21
1.0378786E+0 1.8477265E+21
1.0285627E+0 1.8570607E+21
1.0175333E+0 1.8436495E+21
1.0078785E+0 2.0087091E+21
9.9835512E-1 1.9642257E+21
9.8807006E-1 2.0185101E+21
9.7889715E-1 2.0807927E+21
9.6899987E-1 2.1280403E+21
9.6007633E-1 2.1267760E+21
9.4997156E-1 2.0295315E+21
9.3993733E-1 2.0081856E+21
9.2939489E-1 1.8847140E+21
9.1775686E-1 1.6422811E+21
9.0359711E-1 1.5101398E+21
8.8929904E-1 1.4316969E+21
8.7306660E-1 1.3656081E+21
8.5672939E-1 1.4126834E+21
8.4099511E-1 1.4773337E+21
8.2548072E-1 1.6153025E+21
8.1190878E-1 1.7493027E+21
7.9813802E-1 1.8268194E+21
7.8529326E-1 1.8972057E+21
7.7206935E-1 1.9069038E+21
7.5892059E-1 1.8991132E+21
7.4511675E-1 1.9031839E+21
7.3154344E-1 1.8482051E+21
7.1636618E-1 1.7888001E+21
7.0124313E-1 1.8316426E+21
6.8613561E-1 1.7931412E+21
6.6965152E-1 1.7313760E+21
6.5263183E-1 1.7587090E+21
6.3582740E-1 1.7933530E+21
